site,country,lat,lon,hazard,indicator,label,scenario,year,value,model,error
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2030,112.6825,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2030,182.87416666666664,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,101.165,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,101.165,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,100.04,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,108.1525,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,110.83166666666666,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,110.29741666666666,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,102.010825,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,102.010825,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,128.46583333333334,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,124.47916666666669,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,107.35157166666669,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,87.2075,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,117.76499166666666,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2050,187.1341666666667,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,102.71083333333333,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,102.71083333333333,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,101.515,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,109.83575,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,112.71808333333333,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,112.017,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,103.95233333333331,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,103.95233333333331,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,131.48166666666663,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,128.03577499999997,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,108.57658333333332,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,89.52333333333333,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,119.21833333333336,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp126,2090,188.40416666666667,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,91.86725,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,91.86725,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,90.33816666666668,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,93.82066666666668,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,98.50058333333334,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,98.7625,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,92.25725,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,92.25725,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,118.88833333333334,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,119.19041666666664,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,100.51583333333332,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,82.86658333333334,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,109.7625,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2030,182.54583333333332,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,99.495,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,99.495,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,97.77,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,101.55416666666666,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,106.24,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,107.24316666666664,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,100.14081083333332,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,100.14081083333332,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,125.82916666666668,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,126.95665833333334,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,107.41823833333336,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,87.90333333333335,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,118.14664166666668,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2050,187.22166666666664,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,105.13082166666668,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,105.13082166666668,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,103.21,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,106.59,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,111.56499166666664,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,112.58391666666668,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,105.5233,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,105.5233,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,132.3983333333333,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,132.59408333333332,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,114.167025,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,94.43916666666668,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,123.36745833333336,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp245,2090,195.4333333333333,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,93.24625,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,93.24625,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,91.7005,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,95.05066666666666,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,99.53391666666666,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,99.89165833333334,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,93.43383333333333,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,93.43383333333333,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,119.2675,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,120.95022749999998,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,101.58243333333331,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,83.74141666666667,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,111.25333333333332,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2030,182.97,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,101.47416666666668,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,101.47416666666668,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,99.77416666666666,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,103.05833333333334,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,107.97416666666668,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,109.03483333333332,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,101.80333333333331,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,101.80333333333331,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,127.8875,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,128.344975,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,109.64316666666669,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,89.53666666666668,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,119.959975,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2050,188.49166666666667,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,121.75333333333332,days_wbgt_above,
OCI_Dream_Seoul,KOR,37.5172,126.9,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,121.75333333333332,days_wbgt_above,
OCI_RnD_Seongnam,KOR,37.3219,127.119,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,119.81583333333332,days_wbgt_above,
Pohang_Plant,KOR,36.0095,129.3435,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,122.45833333333336,days_wbgt_above,
Gwangyang_Plant,KOR,34.9393,127.6961,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,126.98250000000004,days_wbgt_above,
Gunsan_Plant,KOR,35.97,126.7114,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,128.73483333333334,days_wbgt_above,
Iksan_Plant,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,121.09916666666668,days_wbgt_above,
Saehan_Recycle,KOR,35.9333,127.0167,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,121.09916666666668,days_wbgt_above,
OCI_Shanghai,CHN,31.2304,121.4737,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,147.86249999999998,days_wbgt_above,
MaSteel_OCI,CHN,31.6839,118.5127,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,150.13158333333334,days_wbgt_above,
Shandong_OCI,CHN,34.7979,117.2571,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,130.259,days_wbgt_above,
Jianyang_Carbon,CHN,26.7587,104.4734,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,107.92875,days_wbgt_above,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,140.78499166666666,days_wbgt_above,
Philko_Makati,PHL,14.5995,120.9842,ChronicHeat,days_wbgt_above,WBGT_days,ssp585,2090,208.283,days_wbgt_above,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.108,months/spei3m/below/-2,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.108,months/spei3m/below/-2,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1102,months/spei3m/below/-2,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.2081,months/spei3m/below/-2,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1308,months/spei3m/below/-2,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1392,months/spei3m/below/-2,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1277,months/spei3m/below/-2,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1277,months/spei3m/below/-2,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.2206,months/spei3m/below/-2,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1248,months/spei3m/below/-2,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.07168,months/spei3m/below/-2,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.3204,months/spei3m/below/-2,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.2196,months/spei3m/below/-2,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2030,0.1262,months/spei3m/below/-2,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1718,months/spei3m/below/-2,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1718,months/spei3m/below/-2,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1747,months/spei3m/below/-2,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.2804,months/spei3m/below/-2,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.2019,months/spei3m/below/-2,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.2024,months/spei3m/below/-2,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1853,months/spei3m/below/-2,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1853,months/spei3m/below/-2,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.2816,months/spei3m/below/-2,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1446,months/spei3m/below/-2,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.08239,months/spei3m/below/-2,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.351,months/spei3m/below/-2,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.2964,months/spei3m/below/-2,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2050,0.1344,months/spei3m/below/-2,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.1897,months/spei3m/below/-2,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.1897,months/spei3m/below/-2,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.1916,months/spei3m/below/-2,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.3134,months/spei3m/below/-2,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.2112,months/spei3m/below/-2,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.217,months/spei3m/below/-2,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.199,months/spei3m/below/-2,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.199,months/spei3m/below/-2,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.2818,months/spei3m/below/-2,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.141,months/spei3m/below/-2,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.1435,months/spei3m/below/-2,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.2502,months/spei3m/below/-2,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.3183,months/spei3m/below/-2,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp126,2090,0.1245,months/spei3m/below/-2,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2030,,months/spei3m/below/-2,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Gwangyang_Plant,KOR,34.9393,127.6961,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Gunsan_Plant,KOR,35.97,126.7114,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Iksan_Plant,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Saehan_Recycle,KOR,35.9333,127.0167,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
OCI_Shanghai,CHN,31.2304,121.4737,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
MaSteel_OCI,CHN,31.6839,118.5127,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Shandong_OCI,CHN,34.7979,117.2571,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Jianyang_Carbon,CHN,26.7587,104.4734,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
OCI_Japan_Tokyo,JPN,35.6762,139.6503,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
Philko_Makati,PHL,14.5995,120.9842,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2050,,months/spei3m/below/-2,
OCI_HQ_Seoul,KOR,37.5649,126.9793,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2090,,months/spei3m/below/-2,
OCI_Dream_Seoul,KOR,37.5172,126.9,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2090,,months/spei3m/below/-2,
OCI_RnD_Seongnam,KOR,37.3219,127.119,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2090,,months/spei3m/below/-2,
Pohang_Plant,KOR,36.0095,129.3435,Drought,months/spei3m/below/-2,SPI3_drought_months,ssp245,2090,,months/spei3m/below/-2,
