site,ssp,period,variable,ens_mean
Jianyang_Carbon,ssp245,near,etccdi_wsdi,9.5
Jianyang_Carbon,ssp370,baseline,etccdi_cdd,35.4
Jianyang_Carbon,ssp370,baseline,etccdi_cwd,5.7
Jianyang_Carbon,ssp370,baseline,etccdi_fd,71.6
Jianyang_Carbon,ssp370,baseline,etccdi_r95p,293.87
Jianyang_Carbon,ssp370,baseline,etccdi_rx1day,31.6
Jianyang_Carbon,ssp370,baseline,etccdi_rx5day,49.95
Jianyang_Carbon,ssp370,baseline,etccdi_sdii,11.55
Jianyang_Carbon,ssp370,baseline,etccdi_su,141.2
Jianyang_Carbon,ssp370,baseline,etccdi_tnn,4.25
Jianyang_Carbon,ssp370,baseline,etccdi_tr,78.1
Jianyang_Carbon,ssp370,baseline,etccdi_txx,27.45
Jianyang_Carbon,ssp370,baseline,etccdi_wbgt,15.26
Jianyang_Carbon,ssp370,baseline,etccdi_wsdi,6.3
Jianyang_Carbon,ssp370,end,etccdi_cdd,37.5
Jianyang_Carbon,ssp370,end,etccdi_cwd,5.7
Jianyang_Carbon,ssp370,end,etccdi_fd,29.6
Jianyang_Carbon,ssp370,end,etccdi_r95p,409.03
Jianyang_Carbon,ssp370,end,etccdi_rx1day,35.57
Jianyang_Carbon,ssp370,end,etccdi_rx5day,66.97
Jianyang_Carbon,ssp370,end,etccdi_sdii,14.48
Jianyang_Carbon,ssp370,end,etccdi_su,177.7
Jianyang_Carbon,ssp370,end,etccdi_tnn,8.28
Jianyang_Carbon,ssp370,end,etccdi_tr,131.2
Jianyang_Carbon,ssp370,end,etccdi_txx,32.02
Jianyang_Carbon,ssp370,end,etccdi_wbgt,18.88
Jianyang_Carbon,ssp370,end,etccdi_wsdi,28.8
Jianyang_Carbon,ssp370,far,etccdi_cdd,32.7
Jianyang_Carbon,ssp370,far,etccdi_cwd,5.6
Jianyang_Carbon,ssp370,far,etccdi_fd,35.6
Jianyang_Carbon,ssp370,far,etccdi_r95p,475.05
Jianyang_Carbon,ssp370,far,etccdi_rx1day,38.27
Jianyang_Carbon,ssp370,far,etccdi_rx5day,64.77
Jianyang_Carbon,ssp370,far,etccdi_sdii,14.36
Jianyang_Carbon,ssp370,far,etccdi_su,160.1
Jianyang_Carbon,ssp370,far,etccdi_tnn,7.7
Jianyang_Carbon,ssp370,far,etccdi_tr,117.8
Jianyang_Carbon,ssp370,far,etccdi_txx,30.72
Jianyang_Carbon,ssp370,far,etccdi_wbgt,18.23
Jianyang_Carbon,ssp370,far,etccdi_wsdi,26.7
Jianyang_Carbon,ssp370,mid,etccdi_cdd,42.2
Jianyang_Carbon,ssp370,mid,etccdi_cwd,6.3
Jianyang_Carbon,ssp370,mid,etccdi_fd,53.1
Jianyang_Carbon,ssp370,mid,etccdi_r95p,359.67
Jianyang_Carbon,ssp370,mid,etccdi_rx1day,31.38
Jianyang_Carbon,ssp370,mid,etccdi_rx5day,52.09
Jianyang_Carbon,ssp370,mid,etccdi_sdii,13.45
Jianyang_Carbon,ssp370,mid,etccdi_su,160.0
Jianyang_Carbon,ssp370,mid,etccdi_tnn,6.12
Jianyang_Carbon,ssp370,mid,etccdi_tr,99.7
Jianyang_Carbon,ssp370,mid,etccdi_txx,28.93
Jianyang_Carbon,ssp370,mid,etccdi_wbgt,16.57
Jianyang_Carbon,ssp370,mid,etccdi_wsdi,14.8
Jianyang_Carbon,ssp370,near,etccdi_cdd,30.4
Jianyang_Carbon,ssp370,near,etccdi_cwd,5.5
Jianyang_Carbon,ssp370,near,etccdi_fd,62.9
Jianyang_Carbon,ssp370,near,etccdi_r95p,242.98
Jianyang_Carbon,ssp370,near,etccdi_rx1day,30.22
Jianyang_Carbon,ssp370,near,etccdi_rx5day,46.79
Jianyang_Carbon,ssp370,near,etccdi_sdii,11.24
Jianyang_Carbon,ssp370,near,etccdi_su,144.8
Jianyang_Carbon,ssp370,near,etccdi_tnn,5.12
Jianyang_Carbon,ssp370,near,etccdi_tr,84.1
Jianyang_Carbon,ssp370,near,etccdi_txx,28.0
Jianyang_Carbon,ssp370,near,etccdi_wbgt,15.77
Jianyang_Carbon,ssp370,near,etccdi_wsdi,5.9
Jianyang_Carbon,ssp585,baseline,etccdi_cdd,32.8
Jianyang_Carbon,ssp585,baseline,etccdi_cwd,6.3
Jianyang_Carbon,ssp585,baseline,etccdi_fd,65.4
Jianyang_Carbon,ssp585,baseline,etccdi_r95p,248.64
Jianyang_Carbon,ssp585,baseline,etccdi_rx1day,28.18
Jianyang_Carbon,ssp585,baseline,etccdi_rx5day,46.2
Jianyang_Carbon,ssp585,baseline,etccdi_sdii,11.56
Jianyang_Carbon,ssp585,baseline,etccdi_su,139.5
Jianyang_Carbon,ssp585,baseline,etccdi_tnn,4.52
Jianyang_Carbon,ssp585,baseline,etccdi_tr,85.5
Jianyang_Carbon,ssp585,baseline,etccdi_txx,27.89
Jianyang_Carbon,ssp585,baseline,etccdi_wbgt,15.43
Jianyang_Carbon,ssp585,baseline,etccdi_wsdi,4.1
Jianyang_Carbon,ssp585,end,etccdi_cdd,35.8
Jianyang_Carbon,ssp585,end,etccdi_cwd,6.4
Jianyang_Carbon,ssp585,end,etccdi_fd,19.9
Jianyang_Carbon,ssp585,end,etccdi_r95p,436.79
Jianyang_Carbon,ssp585,end,etccdi_rx1day,41.48
Jianyang_Carbon,ssp585,end,etccdi_rx5day,67.51
Jianyang_Carbon,ssp585,end,etccdi_sdii,14.7
Jianyang_Carbon,ssp585,end,etccdi_su,191.3
Jianyang_Carbon,ssp585,end,etccdi_tnn,9.74
Jianyang_Carbon,ssp585,end,etccdi_tr,145.2
Jianyang_Carbon,ssp585,end,etccdi_txx,33.15
Jianyang_Carbon,ssp585,end,etccdi_wbgt,20.09
Jianyang_Carbon,ssp585,end,etccdi_wsdi,50.1
Jianyang_Carbon,ssp585,far,etccdi_cdd,37.5
Jianyang_Carbon,ssp585,far,etccdi_cwd,6.3
Jianyang_Carbon,ssp585,far,etccdi_fd,27.0
Jianyang_Carbon,ssp585,far,etccdi_r95p,305.19
Jianyang_Carbon,ssp585,far,etccdi_rx1day,33.43
Jianyang_Carbon,ssp585,far,etccdi_rx5day,56.73
Jianyang_Carbon,ssp585,far,etccdi_sdii,12.18
Jianyang_Carbon,ssp585,far,etccdi_su,180.3
Jianyang_Carbon,ssp585,far,etccdi_tnn,8.99
Jianyang_Carbon,ssp585,far,etccdi_tr,139.6
Jianyang_Carbon,ssp585,far,etccdi_txx,32.56
Jianyang_Carbon,ssp585,far,etccdi_wbgt,19.24
Jianyang_Carbon,ssp585,far,etccdi_wsdi,52.7
Jianyang_Carbon,ssp585,mid,etccdi_cdd,31.7
Jianyang_Carbon,ssp585,mid,etccdi_cwd,5.8
Jianyang_Carbon,ssp585,mid,etccdi_fd,49.0
Jianyang_Carbon,ssp585,mid,etccdi_r95p,254.43
Jianyang_Carbon,ssp585,mid,etccdi_rx1day,31.04
Jianyang_Carbon,ssp585,mid,etccdi_rx5day,51.4
Jianyang_Carbon,ssp585,mid,etccdi_sdii,11.82
Jianyang_Carbon,ssp585,mid,etccdi_su,166.5
Jianyang_Carbon,ssp585,mid,etccdi_tnn,6.6
Jianyang_Carbon,ssp585,mid,etccdi_tr,112.6
Jianyang_Carbon,ssp585,mid,etccdi_txx,30.15
Jianyang_Carbon,ssp585,mid,etccdi_wbgt,17.16
Jianyang_Carbon,ssp585,mid,etccdi_wsdi,14.9
Jianyang_Carbon,ssp585,near,etccdi_cdd,37.6
Jianyang_Carbon,ssp585,near,etccdi_cwd,7.7
Jianyang_Carbon,ssp585,near,etccdi_fd,59.4
Jianyang_Carbon,ssp585,near,etccdi_r95p,238.86
Jianyang_Carbon,ssp585,near,etccdi_rx1day,30.79
Jianyang_Carbon,ssp585,near,etccdi_rx5day,50.89
Jianyang_Carbon,ssp585,near,etccdi_sdii,11.21
Jianyang_Carbon,ssp585,near,etccdi_su,148.6
Jianyang_Carbon,ssp585,near,etccdi_tnn,5.37
Jianyang_Carbon,ssp585,near,etccdi_tr,93.9
Jianyang_Carbon,ssp585,near,etccdi_txx,28.28
Jianyang_Carbon,ssp585,near,etccdi_wbgt,15.9
Jianyang_Carbon,ssp585,near,etccdi_wsdi,8.4
MaSteel_OCI,ssp126,baseline,etccdi_cdd,28.3
MaSteel_OCI,ssp126,baseline,etccdi_cwd,8.1
MaSteel_OCI,ssp126,baseline,etccdi_fd,45.4
MaSteel_OCI,ssp126,baseline,etccdi_r95p,409.02
MaSteel_OCI,ssp126,baseline,etccdi_rx1day,38.22
MaSteel_OCI,ssp126,baseline,etccdi_rx5day,72.37
MaSteel_OCI,ssp126,baseline,etccdi_sdii,13.14
MaSteel_OCI,ssp126,baseline,etccdi_su,118.8
MaSteel_OCI,ssp126,baseline,etccdi_tnn,5.0
MaSteel_OCI,ssp126,baseline,etccdi_tr,60.8
MaSteel_OCI,ssp126,baseline,etccdi_txx,26.8
MaSteel_OCI,ssp126,baseline,etccdi_wbgt,16.34
MaSteel_OCI,ssp126,baseline,etccdi_wsdi,6.8
MaSteel_OCI,ssp126,end,etccdi_cdd,29.0
MaSteel_OCI,ssp126,end,etccdi_cwd,10.3
MaSteel_OCI,ssp126,end,etccdi_fd,33.6
MaSteel_OCI,ssp126,end,etccdi_r95p,706.19
MaSteel_OCI,ssp126,end,etccdi_rx1day,46.03
MaSteel_OCI,ssp126,end,etccdi_rx5day,95.11
MaSteel_OCI,ssp126,end,etccdi_sdii,15.53
MaSteel_OCI,ssp126,end,etccdi_su,142.5
MaSteel_OCI,ssp126,end,etccdi_tnn,6.32
MaSteel_OCI,ssp126,end,etccdi_tr,81.0
MaSteel_OCI,ssp126,end,etccdi_txx,27.85
MaSteel_OCI,ssp126,end,etccdi_wbgt,17.51
MaSteel_OCI,ssp126,end,etccdi_wsdi,11.8
MaSteel_OCI,ssp126,far,etccdi_cdd,37.5
MaSteel_OCI,ssp126,far,etccdi_cwd,9.5
MaSteel_OCI,ssp126,far,etccdi_fd,33.8
MaSteel_OCI,ssp126,far,etccdi_r95p,581.99
MaSteel_OCI,ssp126,far,etccdi_rx1day,43.93
MaSteel_OCI,ssp126,far,etccdi_rx5day,85.03
MaSteel_OCI,ssp126,far,etccdi_sdii,14.67
MaSteel_OCI,ssp126,far,etccdi_su,137.9
MaSteel_OCI,ssp126,far,etccdi_tnn,6.16
MaSteel_OCI,ssp126,far,etccdi_tr,83.4
MaSteel_OCI,ssp126,far,etccdi_txx,28.37
MaSteel_OCI,ssp126,far,etccdi_wbgt,17.82
MaSteel_OCI,ssp126,far,etccdi_wsdi,22.7
MaSteel_OCI,ssp126,mid,etccdi_cdd,31.8
MaSteel_OCI,ssp126,mid,etccdi_cwd,8.8
MaSteel_OCI,ssp126,mid,etccdi_fd,36.7
MaSteel_OCI,ssp126,mid,etccdi_r95p,435.07
MaSteel_OCI,ssp126,mid,etccdi_rx1day,39.65
MaSteel_OCI,ssp126,mid,etccdi_rx5day,78.83
MaSteel_OCI,ssp126,mid,etccdi_sdii,13.11
MaSteel_OCI,ssp126,mid,etccdi_su,140.6
MaSteel_OCI,ssp126,mid,etccdi_tnn,5.67
MaSteel_OCI,ssp126,mid,etccdi_tr,74.5
MaSteel_OCI,ssp126,mid,etccdi_txx,28.42
MaSteel_OCI,ssp126,mid,etccdi_wbgt,17.31
MaSteel_OCI,ssp126,mid,etccdi_wsdi,10.3
MaSteel_OCI,ssp126,near,etccdi_cdd,29.5
MaSteel_OCI,ssp126,near,etccdi_cwd,11.1
MaSteel_OCI,ssp126,near,etccdi_fd,36.2
MaSteel_OCI,ssp126,near,etccdi_r95p,356.17
MaSteel_OCI,ssp126,near,etccdi_rx1day,37.06
MaSteel_OCI,ssp126,near,etccdi_rx5day,70.32
MaSteel_OCI,ssp126,near,etccdi_sdii,12.33
MaSteel_OCI,ssp126,near,etccdi_su,132.2
MaSteel_OCI,ssp126,near,etccdi_tnn,5.37
MaSteel_OCI,ssp126,near,etccdi_tr,71.9
MaSteel_OCI,ssp126,near,etccdi_txx,27.27
MaSteel_OCI,ssp126,near,etccdi_wbgt,16.9
MaSteel_OCI,ssp126,near,etccdi_wsdi,9.7
MaSteel_OCI,ssp245,baseline,etccdi_cdd,26.8
MaSteel_OCI,ssp245,baseline,etccdi_cwd,11.7
MaSteel_OCI,ssp245,baseline,etccdi_fd,44.0
MaSteel_OCI,ssp245,baseline,etccdi_r95p,359.4
MaSteel_OCI,ssp245,baseline,etccdi_rx1day,40.35
MaSteel_OCI,ssp245,baseline,etccdi_rx5day,72.41
MaSteel_OCI,ssp245,baseline,etccdi_sdii,12.9
MaSteel_OCI,ssp245,baseline,etccdi_su,116.1
MaSteel_OCI,ssp245,baseline,etccdi_tnn,4.92
MaSteel_OCI,ssp245,baseline,etccdi_tr,62.2
MaSteel_OCI,ssp245,baseline,etccdi_txx,26.74
MaSteel_OCI,ssp245,baseline,etccdi_wbgt,16.2
MaSteel_OCI,ssp245,baseline,etccdi_wsdi,5.8
MaSteel_OCI,ssp245,end,etccdi_cdd,28.6
MaSteel_OCI,ssp245,end,etccdi_cwd,8.9
MaSteel_OCI,ssp245,end,etccdi_fd,28.2
MaSteel_OCI,ssp245,end,etccdi_r95p,499.89
MaSteel_OCI,ssp245,end,etccdi_rx1day,44.6
MaSteel_OCI,ssp245,end,etccdi_rx5day,82.24
MaSteel_OCI,ssp245,end,etccdi_sdii,14.29
MaSteel_OCI,ssp245,end,etccdi_su,153.4
MaSteel_OCI,ssp245,end,etccdi_tnn,6.71
MaSteel_OCI,ssp245,end,etccdi_tr,93.0
MaSteel_OCI,ssp245,end,etccdi_txx,29.1
MaSteel_OCI,ssp245,end,etccdi_wbgt,18.23
MaSteel_OCI,ssp245,end,etccdi_wsdi,22.9
MaSteel_OCI,ssp245,far,etccdi_cdd,27.6
MaSteel_OCI,ssp245,far,etccdi_cwd,8.8
MaSteel_OCI,ssp245,far,etccdi_fd,23.8
MaSteel_OCI,ssp245,far,etccdi_r95p,543.96
MaSteel_OCI,ssp245,far,etccdi_rx1day,45.74
MaSteel_OCI,ssp245,far,etccdi_rx5day,83.69
MaSteel_OCI,ssp245,far,etccdi_sdii,13.99
MaSteel_OCI,ssp245,far,etccdi_su,155.1
MaSteel_OCI,ssp245,far,etccdi_tnn,6.56
MaSteel_OCI,ssp245,far,etccdi_tr,95.1
MaSteel_OCI,ssp245,far,etccdi_txx,29.48
MaSteel_OCI,ssp245,far,etccdi_wbgt,18.51
MaSteel_OCI,ssp245,far,etccdi_wsdi,23.6
MaSteel_OCI,ssp245,mid,etccdi_cdd,26.5
MaSteel_OCI,ssp245,mid,etccdi_cwd,9.8
MaSteel_OCI,ssp245,mid,etccdi_fd,32.3
MaSteel_OCI,ssp245,mid,etccdi_r95p,343.61
MaSteel_OCI,ssp245,mid,etccdi_rx1day,41.44
MaSteel_OCI,ssp245,mid,etccdi_rx5day,77.37
MaSteel_OCI,ssp245,mid,etccdi_sdii,12.98
MaSteel_OCI,ssp245,mid,etccdi_su,139.8
MaSteel_OCI,ssp245,mid,etccdi_tnn,6.34
MaSteel_OCI,ssp245,mid,etccdi_tr,87.1
MaSteel_OCI,ssp245,mid,etccdi_txx,28.32
MaSteel_OCI,ssp245,mid,etccdi_wbgt,17.78
MaSteel_OCI,ssp245,mid,etccdi_wsdi,21.8
MaSteel_OCI,ssp245,near,etccdi_cdd,29.6
MaSteel_OCI,ssp245,near,etccdi_cwd,10.8
MaSteel_OCI,ssp245,near,etccdi_fd,38.5
MaSteel_OCI,ssp245,near,etccdi_r95p,461.06
MaSteel_OCI,ssp245,near,etccdi_rx1day,44.28
MaSteel_OCI,ssp245,near,etccdi_rx5day,79.28
MaSteel_OCI,ssp245,near,etccdi_sdii,13.25
MaSteel_OCI,ssp245,near,etccdi_su,125.6
MaSteel_OCI,ssp245,near,etccdi_tnn,5.19
MaSteel_OCI,ssp245,near,etccdi_tr,63.8
MaSteel_OCI,ssp245,near,etccdi_txx,26.82
MaSteel_OCI,ssp245,near,etccdi_wbgt,16.48
MaSteel_OCI,ssp245,near,etccdi_wsdi,6.9
MaSteel_OCI,ssp370,baseline,etccdi_cdd,28.2
MaSteel_OCI,ssp370,baseline,etccdi_cwd,10.3
MaSteel_OCI,ssp370,baseline,etccdi_fd,46.6
MaSteel_OCI,ssp370,baseline,etccdi_r95p,430.6
MaSteel_OCI,ssp370,baseline,etccdi_rx1day,38.07
MaSteel_OCI,ssp370,baseline,etccdi_rx5day,74.49
MaSteel_OCI,ssp370,baseline,etccdi_sdii,12.87
MaSteel_OCI,ssp370,baseline,etccdi_su,117.7
MaSteel_OCI,ssp370,baseline,etccdi_tnn,4.3
MaSteel_OCI,ssp370,baseline,etccdi_tr,60.4
MaSteel_OCI,ssp370,baseline,etccdi_txx,26.57
MaSteel_OCI,ssp370,baseline,etccdi_wbgt,16.17
MaSteel_OCI,ssp370,baseline,etccdi_wsdi,5.3
MaSteel_OCI,ssp370,end,etccdi_cdd,32.2
MaSteel_OCI,ssp370,end,etccdi_cwd,10.2
MaSteel_OCI,ssp370,end,etccdi_fd,19.7
MaSteel_OCI,ssp370,end,etccdi_r95p,570.39
MaSteel_OCI,ssp370,end,etccdi_rx1day,42.89
MaSteel_OCI,ssp370,end,etccdi_rx5day,87.61
MaSteel_OCI,ssp370,end,etccdi_sdii,14.4
MaSteel_OCI,ssp370,end,etccdi_su,172.4
MaSteel_OCI,ssp370,end,etccdi_tnn,8.2
MaSteel_OCI,ssp370,end,etccdi_tr,119.6
MaSteel_OCI,ssp370,end,etccdi_txx,31.16
MaSteel_OCI,ssp370,end,etccdi_wbgt,19.84
MaSteel_OCI,ssp370,end,etccdi_wsdi,44.1
MaSteel_OCI,ssp370,far,etccdi_cdd,26.7
MaSteel_OCI,ssp370,far,etccdi_cwd,9.9
MaSteel_OCI,ssp370,far,etccdi_fd,18.8
MaSteel_OCI,ssp370,far,etccdi_r95p,682.37
MaSteel_OCI,ssp370,far,etccdi_rx1day,48.65
MaSteel_OCI,ssp370,far,etccdi_rx5day,86.33
MaSteel_OCI,ssp370,far,etccdi_sdii,15.75
MaSteel_OCI,ssp370,far,etccdi_su,158.6
MaSteel_OCI,ssp370,far,etccdi_tnn,7.69
MaSteel_OCI,ssp370,far,etccdi_tr,112.0
MaSteel_OCI,ssp370,far,etccdi_txx,30.21
MaSteel_OCI,ssp370,far,etccdi_wbgt,19.31
MaSteel_OCI,ssp370,far,etccdi_wsdi,28.2
MaSteel_OCI,ssp370,mid,etccdi_cdd,31.9
MaSteel_OCI,ssp370,mid,etccdi_cwd,10.7
MaSteel_OCI,ssp370,mid,etccdi_fd,33.5
MaSteel_OCI,ssp370,mid,etccdi_r95p,632.23
MaSteel_OCI,ssp370,mid,etccdi_rx1day,46.37
MaSteel_OCI,ssp370,mid,etccdi_rx5day,89.73
MaSteel_OCI,ssp370,mid,etccdi_sdii,14.75
MaSteel_OCI,ssp370,mid,etccdi_su,138.4
MaSteel_OCI,ssp370,mid,etccdi_tnn,6.11
MaSteel_OCI,ssp370,mid,etccdi_tr,81.9
MaSteel_OCI,ssp370,mid,etccdi_txx,27.9
MaSteel_OCI,ssp370,mid,etccdi_wbgt,17.52
MaSteel_OCI,ssp370,mid,etccdi_wsdi,12.3
MaSteel_OCI,ssp370,near,etccdi_cdd,29.8
MaSteel_OCI,ssp370,near,etccdi_cwd,9.7
MaSteel_OCI,ssp370,near,etccdi_fd,38.1
MaSteel_OCI,ssp370,near,etccdi_r95p,442.73
MaSteel_OCI,ssp370,near,etccdi_rx1day,43.15
MaSteel_OCI,ssp370,near,etccdi_rx5day,76.51
MaSteel_OCI,ssp370,near,etccdi_sdii,13.11
MaSteel_OCI,ssp370,near,etccdi_su,128.9
MaSteel_OCI,ssp370,near,etccdi_tnn,5.37
MaSteel_OCI,ssp370,near,etccdi_tr,69.5
MaSteel_OCI,ssp370,near,etccdi_txx,27.55
MaSteel_OCI,ssp370,near,etccdi_wbgt,16.84
MaSteel_OCI,ssp370,near,etccdi_wsdi,8.8
MaSteel_OCI,ssp585,baseline,etccdi_cdd,26.3
MaSteel_OCI,ssp585,baseline,etccdi_cwd,10.0
MaSteel_OCI,ssp585,baseline,etccdi_fd,42.8
MaSteel_OCI,ssp585,baseline,etccdi_r95p,347.07
MaSteel_OCI,ssp585,baseline,etccdi_rx1day,34.82
MaSteel_OCI,ssp585,baseline,etccdi_rx5day,69.16
MaSteel_OCI,ssp585,baseline,etccdi_sdii,12.1
MaSteel_OCI,ssp585,baseline,etccdi_su,122.3
MaSteel_OCI,ssp585,baseline,etccdi_tnn,4.81
MaSteel_OCI,ssp585,baseline,etccdi_tr,66.3
MaSteel_OCI,ssp585,baseline,etccdi_txx,27.06
MaSteel_OCI,ssp585,baseline,etccdi_wbgt,16.35
MaSteel_OCI,ssp585,baseline,etccdi_wsdi,3.9
MaSteel_OCI,ssp585,end,etccdi_cdd,30.7
MaSteel_OCI,ssp585,end,etccdi_cwd,10.3
MaSteel_OCI,ssp585,end,etccdi_fd,13.3
MaSteel_OCI,ssp585,end,etccdi_r95p,699.94
MaSteel_OCI,ssp585,end,etccdi_rx1day,50.92
MaSteel_OCI,ssp585,end,etccdi_rx5day,96.26
MaSteel_OCI,ssp585,end,etccdi_sdii,15.73
MaSteel_OCI,ssp585,end,etccdi_su,188.9
MaSteel_OCI,ssp585,end,etccdi_tnn,9.47
MaSteel_OCI,ssp585,end,etccdi_tr,134.5
MaSteel_OCI,ssp585,end,etccdi_txx,32.29
MaSteel_OCI,ssp585,end,etccdi_wbgt,20.97
MaSteel_OCI,ssp585,end,etccdi_wsdi,52.4
MaSteel_OCI,ssp585,far,etccdi_cdd,33.3
MaSteel_OCI,ssp585,far,etccdi_cwd,9.0
MaSteel_OCI,ssp585,far,etccdi_fd,18.0
MaSteel_OCI,ssp585,far,etccdi_r95p,599.07
MaSteel_OCI,ssp585,far,etccdi_rx1day,46.38
MaSteel_OCI,ssp585,far,etccdi_rx5day,91.19
MaSteel_OCI,ssp585,far,etccdi_sdii,15.15
MaSteel_OCI,ssp585,far,etccdi_su,178.8
MaSteel_OCI,ssp585,far,etccdi_tnn,8.88
MaSteel_OCI,ssp585,far,etccdi_tr,125.0
MaSteel_OCI,ssp585,far,etccdi_txx,31.77
MaSteel_OCI,ssp585,far,etccdi_wbgt,20.15
MaSteel_OCI,ssp585,far,etccdi_wsdi,42.8
MaSteel_OCI,ssp585,mid,etccdi_cdd,38.7
MaSteel_OCI,ssp585,mid,etccdi_cwd,10.5
MaSteel_OCI,ssp585,mid,etccdi_fd,30.4
MaSteel_OCI,ssp585,mid,etccdi_r95p,495.76
MaSteel_OCI,ssp585,mid,etccdi_rx1day,43.97
MaSteel_OCI,ssp585,mid,etccdi_rx5day,80.88
MaSteel_OCI,ssp585,mid,etccdi_sdii,14.28
MaSteel_OCI,ssp585,mid,etccdi_su,149.1
MaSteel_OCI,ssp585,mid,etccdi_tnn,6.56
MaSteel_OCI,ssp585,mid,etccdi_tr,92.2
MaSteel_OCI,ssp585,mid,etccdi_txx,29.09
MaSteel_OCI,ssp585,mid,etccdi_wbgt,18.0
MaSteel_OCI,ssp585,mid,etccdi_wsdi,12.0
MaSteel_OCI,ssp585,near,etccdi_cdd,27.9
MaSteel_OCI,ssp585,near,etccdi_cwd,10.2
MaSteel_OCI,ssp585,near,etccdi_fd,40.4
MaSteel_OCI,ssp585,near,etccdi_r95p,411.77
MaSteel_OCI,ssp585,near,etccdi_rx1day,39.1
MaSteel_OCI,ssp585,near,etccdi_rx5day,72.91
MaSteel_OCI,ssp585,near,etccdi_sdii,12.71
MaSteel_OCI,ssp585,near,etccdi_su,134.5
MaSteel_OCI,ssp585,near,etccdi_tnn,5.63
MaSteel_OCI,ssp585,near,etccdi_tr,72.0
MaSteel_OCI,ssp585,near,etccdi_txx,27.2
MaSteel_OCI,ssp585,near,etccdi_wbgt,16.76
MaSteel_OCI,ssp585,near,etccdi_wsdi,9.8
OCI_Dream_Seoul,ssp126,baseline,etccdi_cdd,30.0
OCI_Dream_Seoul,ssp126,baseline,etccdi_cwd,5.7
OCI_Dream_Seoul,ssp126,baseline,etccdi_fd,69.8
OCI_Dream_Seoul,ssp126,baseline,etccdi_r95p,380.56
OCI_Dream_Seoul,ssp126,baseline,etccdi_rx1day,35.78
OCI_Dream_Seoul,ssp126,baseline,etccdi_rx5day,58.7
OCI_Dream_Seoul,ssp126,baseline,etccdi_sdii,12.25
OCI_Dream_Seoul,ssp126,baseline,etccdi_su,37.8
OCI_Dream_Seoul,ssp126,baseline,etccdi_tnn,2.36
OCI_Dream_Seoul,ssp126,baseline,etccdi_tr,11.9
OCI_Dream_Seoul,ssp126,baseline,etccdi_txx,19.37
OCI_Dream_Seoul,ssp126,baseline,etccdi_wbgt,11.42
OCI_Dream_Seoul,ssp126,baseline,etccdi_wsdi,4.9
OCI_Dream_Seoul,ssp126,end,etccdi_cdd,31.2
OCI_Dream_Seoul,ssp126,end,etccdi_cwd,6.8
OCI_Dream_Seoul,ssp126,end,etccdi_fd,53.4
OCI_Dream_Seoul,ssp126,end,etccdi_r95p,323.43
OCI_Dream_Seoul,ssp126,end,etccdi_rx1day,29.59
OCI_Dream_Seoul,ssp126,end,etccdi_rx5day,53.48
OCI_Dream_Seoul,ssp126,end,etccdi_sdii,11.56
OCI_Dream_Seoul,ssp126,end,etccdi_su,68.9
OCI_Dream_Seoul,ssp126,end,etccdi_tnn,3.62
OCI_Dream_Seoul,ssp126,end,etccdi_tr,26.2
OCI_Dream_Seoul,ssp126,end,etccdi_txx,20.55
OCI_Dream_Seoul,ssp126,end,etccdi_wbgt,12.71
OCI_Dream_Seoul,ssp126,end,etccdi_wsdi,16.2
OCI_Dream_Seoul,ssp126,far,etccdi_cdd,28.7
OCI_Dream_Seoul,ssp126,far,etccdi_cwd,6.6
OCI_Dream_Seoul,ssp126,far,etccdi_fd,48.8
OCI_Dream_Seoul,ssp126,far,etccdi_r95p,482.29
OCI_Dream_Seoul,ssp126,far,etccdi_rx1day,36.78
OCI_Dream_Seoul,ssp126,far,etccdi_rx5day,64.65
OCI_Dream_Seoul,ssp126,far,etccdi_sdii,13.12
OCI_Dream_Seoul,ssp126,far,etccdi_su,67.4
OCI_Dream_Seoul,ssp126,far,etccdi_tnn,3.8
OCI_Dream_Seoul,ssp126,far,etccdi_tr,33.6
OCI_Dream_Seoul,ssp126,far,etccdi_txx,20.82
OCI_Dream_Seoul,ssp126,far,etccdi_wbgt,12.93
OCI_Dream_Seoul,ssp126,far,etccdi_wsdi,17.3
OCI_Dream_Seoul,ssp126,mid,etccdi_cdd,26.6
OCI_Dream_Seoul,ssp126,mid,etccdi_cwd,6.0
OCI_Dream_Seoul,ssp126,mid,etccdi_fd,51.5
OCI_Dream_Seoul,ssp126,mid,etccdi_r95p,363.91
OCI_Dream_Seoul,ssp126,mid,etccdi_rx1day,35.19
OCI_Dream_Seoul,ssp126,mid,etccdi_rx5day,56.59
OCI_Dream_Seoul,ssp126,mid,etccdi_sdii,12.34
OCI_Dream_Seoul,ssp126,mid,etccdi_su,67.7
OCI_Dream_Seoul,ssp126,mid,etccdi_tnn,3.5
OCI_Dream_Seoul,ssp126,mid,etccdi_tr,29.1
OCI_Dream_Seoul,ssp126,mid,etccdi_txx,20.78
OCI_Dream_Seoul,ssp126,mid,etccdi_wbgt,12.77
OCI_Dream_Seoul,ssp126,mid,etccdi_wsdi,20.6
OCI_Dream_Seoul,ssp126,near,etccdi_cdd,28.5
OCI_Dream_Seoul,ssp126,near,etccdi_cwd,6.2
OCI_Dream_Seoul,ssp126,near,etccdi_fd,57.7
OCI_Dream_Seoul,ssp126,near,etccdi_r95p,302.12
OCI_Dream_Seoul,ssp126,near,etccdi_rx1day,33.56
