site,ssp,period,variable,ens_mean
Gwangyang_Plant,ssp370,near,etccdi_su,0.1
Gwangyang_Plant,ssp370,near,etccdi_tnn,10.93
Gwangyang_Plant,ssp370,near,etccdi_tr,89.2
Gwangyang_Plant,ssp370,near,etccdi_txx,19.67
Gwangyang_Plant,ssp370,near,etccdi_wbgt,14.79
Gwangyang_Plant,ssp370,near,etccdi_wsdi,24.3
Gwangyang_Plant,ssp585,baseline,etccdi_cdd,25.6
Gwangyang_Plant,ssp585,baseline,etccdi_cwd,8.5
Gwangyang_Plant,ssp585,baseline,etccdi_fd,0.0
Gwangyang_Plant,ssp585,baseline,etccdi_r95p,486.15
Gwangyang_Plant,ssp585,baseline,etccdi_rx1day,49.3
Gwangyang_Plant,ssp585,baseline,etccdi_rx5day,83.83
Gwangyang_Plant,ssp585,baseline,etccdi_sdii,15.54
Gwangyang_Plant,ssp585,baseline,etccdi_su,0.0
Gwangyang_Plant,ssp585,baseline,etccdi_tnn,10.18
Gwangyang_Plant,ssp585,baseline,etccdi_tr,68.9
Gwangyang_Plant,ssp585,baseline,etccdi_txx,18.81
Gwangyang_Plant,ssp585,baseline,etccdi_wbgt,14.01
Gwangyang_Plant,ssp585,baseline,etccdi_wsdi,12.2
Gwangyang_Plant,ssp585,end,etccdi_cdd,25.9
Gwangyang_Plant,ssp585,end,etccdi_cwd,7.8
Gwangyang_Plant,ssp585,end,etccdi_fd,0.0
Gwangyang_Plant,ssp585,end,etccdi_r95p,845.33
Gwangyang_Plant,ssp585,end,etccdi_rx1day,74.77
Gwangyang_Plant,ssp585,end,etccdi_rx5day,115.05
Gwangyang_Plant,ssp585,end,etccdi_sdii,20.61
Gwangyang_Plant,ssp585,end,etccdi_su,94.1
Gwangyang_Plant,ssp585,end,etccdi_tnn,15.38
Gwangyang_Plant,ssp585,end,etccdi_tr,175.5
Gwangyang_Plant,ssp585,end,etccdi_txx,23.45
Gwangyang_Plant,ssp585,end,etccdi_wbgt,18.71
Gwangyang_Plant,ssp585,end,etccdi_wsdi,130.5
Gwangyang_Plant,ssp585,far,etccdi_cdd,33.2
Gwangyang_Plant,ssp585,far,etccdi_cwd,6.8
Gwangyang_Plant,ssp585,far,etccdi_fd,0.0
Gwangyang_Plant,ssp585,far,etccdi_r95p,534.58
Gwangyang_Plant,ssp585,far,etccdi_rx1day,56.05
Gwangyang_Plant,ssp585,far,etccdi_rx5day,88.46
Gwangyang_Plant,ssp585,far,etccdi_sdii,18.45
Gwangyang_Plant,ssp585,far,etccdi_su,70.0
Gwangyang_Plant,ssp585,far,etccdi_tnn,14.77
Gwangyang_Plant,ssp585,far,etccdi_tr,161.6
Gwangyang_Plant,ssp585,far,etccdi_txx,22.86
Gwangyang_Plant,ssp585,far,etccdi_wbgt,17.96
Gwangyang_Plant,ssp585,far,etccdi_wsdi,118.4
Gwangyang_Plant,ssp585,mid,etccdi_cdd,33.8
Gwangyang_Plant,ssp585,mid,etccdi_cwd,7.3
Gwangyang_Plant,ssp585,mid,etccdi_fd,0.0
Gwangyang_Plant,ssp585,mid,etccdi_r95p,608.7
Gwangyang_Plant,ssp585,mid,etccdi_rx1day,57.85
Gwangyang_Plant,ssp585,mid,etccdi_rx5day,96.31
Gwangyang_Plant,ssp585,mid,etccdi_sdii,18.51
Gwangyang_Plant,ssp585,mid,etccdi_su,6.7
Gwangyang_Plant,ssp585,mid,etccdi_tnn,12.42
Gwangyang_Plant,ssp585,mid,etccdi_tr,119.9
Gwangyang_Plant,ssp585,mid,etccdi_txx,20.95
Gwangyang_Plant,ssp585,mid,etccdi_wbgt,15.97
Gwangyang_Plant,ssp585,mid,etccdi_wsdi,64.7
Gwangyang_Plant,ssp585,near,etccdi_cdd,31.1
Gwangyang_Plant,ssp585,near,etccdi_cwd,6.9
Gwangyang_Plant,ssp585,near,etccdi_fd,0.2
Gwangyang_Plant,ssp585,near,etccdi_r95p,446.8
Gwangyang_Plant,ssp585,near,etccdi_rx1day,49.85
Gwangyang_Plant,ssp585,near,etccdi_rx5day,86.04
Gwangyang_Plant,ssp585,near,etccdi_sdii,17.35
Gwangyang_Plant,ssp585,near,etccdi_su,0.0
Gwangyang_Plant,ssp585,near,etccdi_tnn,10.77
Gwangyang_Plant,ssp585,near,etccdi_tr,87.2
Gwangyang_Plant,ssp585,near,etccdi_txx,19.4
Gwangyang_Plant,ssp585,near,etccdi_wbgt,14.51
Gwangyang_Plant,ssp585,near,etccdi_wsdi,27.3
Iksan_Plant,ssp126,baseline,etccdi_cdd,29.7
Iksan_Plant,ssp126,baseline,etccdi_cwd,5.8
Iksan_Plant,ssp126,baseline,etccdi_fd,6.8
Iksan_Plant,ssp126,baseline,etccdi_r95p,380.08
Iksan_Plant,ssp126,baseline,etccdi_rx1day,39.0
Iksan_Plant,ssp126,baseline,etccdi_rx5day,61.55
Iksan_Plant,ssp126,baseline,etccdi_sdii,13.26
Iksan_Plant,ssp126,baseline,etccdi_su,0.0
Iksan_Plant,ssp126,baseline,etccdi_tnn,7.34
Iksan_Plant,ssp126,baseline,etccdi_tr,9.1
Iksan_Plant,ssp126,baseline,etccdi_txx,17.38
Iksan_Plant,ssp126,baseline,etccdi_wbgt,12.27
Iksan_Plant,ssp126,baseline,etccdi_wsdi,3.9
Iksan_Plant,ssp126,end,etccdi_cdd,37.5
Iksan_Plant,ssp126,end,etccdi_cwd,5.8
Iksan_Plant,ssp126,end,etccdi_fd,3.6
Iksan_Plant,ssp126,end,etccdi_r95p,441.88
Iksan_Plant,ssp126,end,etccdi_rx1day,36.97
Iksan_Plant,ssp126,end,etccdi_rx5day,61.38
Iksan_Plant,ssp126,end,etccdi_sdii,14.11
Iksan_Plant,ssp126,end,etccdi_su,2.7
Iksan_Plant,ssp126,end,etccdi_tnn,8.78
Iksan_Plant,ssp126,end,etccdi_tr,38.3
Iksan_Plant,ssp126,end,etccdi_txx,18.77
Iksan_Plant,ssp126,end,etccdi_wbgt,13.57
Iksan_Plant,ssp126,end,etccdi_wsdi,38.8
Iksan_Plant,ssp126,far,etccdi_cdd,33.6
Iksan_Plant,ssp126,far,etccdi_cwd,5.7
Iksan_Plant,ssp126,far,etccdi_fd,1.6
Iksan_Plant,ssp126,far,etccdi_r95p,292.22
Iksan_Plant,ssp126,far,etccdi_rx1day,34.88
Iksan_Plant,ssp126,far,etccdi_rx5day,56.01
Iksan_Plant,ssp126,far,etccdi_sdii,12.43
Iksan_Plant,ssp126,far,etccdi_su,4.6
Iksan_Plant,ssp126,far,etccdi_tnn,8.79
Iksan_Plant,ssp126,far,etccdi_tr,48.0
Iksan_Plant,ssp126,far,etccdi_txx,18.99
Iksan_Plant,ssp126,far,etccdi_wbgt,13.77
Iksan_Plant,ssp126,far,etccdi_wsdi,44.4
Iksan_Plant,ssp126,mid,etccdi_cdd,35.2
Iksan_Plant,ssp126,mid,etccdi_cwd,5.3
Iksan_Plant,ssp126,mid,etccdi_fd,3.0
Iksan_Plant,ssp126,mid,etccdi_r95p,239.91
Iksan_Plant,ssp126,mid,etccdi_rx1day,33.09
Iksan_Plant,ssp126,mid,etccdi_rx5day,52.19
Iksan_Plant,ssp126,mid,etccdi_sdii,11.3
Iksan_Plant,ssp126,mid,etccdi_su,6.0
Iksan_Plant,ssp126,mid,etccdi_tnn,8.62
Iksan_Plant,ssp126,mid,etccdi_tr,46.4
Iksan_Plant,ssp126,mid,etccdi_txx,18.94
Iksan_Plant,ssp126,mid,etccdi_wbgt,13.62
Iksan_Plant,ssp126,mid,etccdi_wsdi,48.0
Iksan_Plant,ssp126,near,etccdi_cdd,38.8
Iksan_Plant,ssp126,near,etccdi_cwd,5.2
Iksan_Plant,ssp126,near,etccdi_fd,2.5
Iksan_Plant,ssp126,near,etccdi_r95p,356.43
Iksan_Plant,ssp126,near,etccdi_rx1day,37.81
Iksan_Plant,ssp126,near,etccdi_rx5day,59.16
Iksan_Plant,ssp126,near,etccdi_sdii,13.04
Iksan_Plant,ssp126,near,etccdi_su,0.5
Iksan_Plant,ssp126,near,etccdi_tnn,7.95
Iksan_Plant,ssp126,near,etccdi_tr,23.7
Iksan_Plant,ssp126,near,etccdi_txx,18.11
Iksan_Plant,ssp126,near,etccdi_wbgt,12.96
Iksan_Plant,ssp126,near,etccdi_wsdi,24.7
Iksan_Plant,ssp245,baseline,etccdi_cdd,33.3
Iksan_Plant,ssp245,baseline,etccdi_cwd,5.0
Iksan_Plant,ssp245,baseline,etccdi_fd,7.7
Iksan_Plant,ssp245,baseline,etccdi_r95p,240.48
Iksan_Plant,ssp245,baseline,etccdi_rx1day,34.06
Iksan_Plant,ssp245,baseline,etccdi_rx5day,50.76
Iksan_Plant,ssp245,baseline,etccdi_sdii,12.31
Iksan_Plant,ssp245,baseline,etccdi_su,0.0
Iksan_Plant,ssp245,baseline,etccdi_tnn,6.82
Iksan_Plant,ssp245,baseline,etccdi_tr,8.5
Iksan_Plant,ssp245,baseline,etccdi_txx,17.1
Iksan_Plant,ssp245,baseline,etccdi_wbgt,11.96
Iksan_Plant,ssp245,baseline,etccdi_wsdi,8.0
Iksan_Plant,ssp245,end,etccdi_cdd,27.4
Iksan_Plant,ssp245,end,etccdi_cwd,5.1
Iksan_Plant,ssp245,end,etccdi_fd,2.0
Iksan_Plant,ssp245,end,etccdi_r95p,347.9
Iksan_Plant,ssp245,end,etccdi_rx1day,36.72
Iksan_Plant,ssp245,end,etccdi_rx5day,55.53
Iksan_Plant,ssp245,end,etccdi_sdii,12.46
Iksan_Plant,ssp245,end,etccdi_su,11.6
Iksan_Plant,ssp245,end,etccdi_tnn,9.66
Iksan_Plant,ssp245,end,etccdi_tr,72.3
Iksan_Plant,ssp245,end,etccdi_txx,19.64
Iksan_Plant,ssp245,end,etccdi_wbgt,14.33
Iksan_Plant,ssp245,end,etccdi_wsdi,70.5
Iksan_Plant,ssp245,far,etccdi_cdd,35.6
Iksan_Plant,ssp245,far,etccdi_cwd,5.2
Iksan_Plant,ssp245,far,etccdi_fd,0.7
Iksan_Plant,ssp245,far,etccdi_r95p,249.43
Iksan_Plant,ssp245,far,etccdi_rx1day,33.55
Iksan_Plant,ssp245,far,etccdi_rx5day,54.8
Iksan_Plant,ssp245,far,etccdi_sdii,12.72
Iksan_Plant,ssp245,far,etccdi_su,12.8
Iksan_Plant,ssp245,far,etccdi_tnn,9.42
Iksan_Plant,ssp245,far,etccdi_tr,69.7
Iksan_Plant,ssp245,far,etccdi_txx,19.81
Iksan_Plant,ssp245,far,etccdi_wbgt,14.49
Iksan_Plant,ssp245,far,etccdi_wsdi,70.0
Iksan_Plant,ssp245,mid,etccdi_cdd,27.7
Iksan_Plant,ssp245,mid,etccdi_cwd,5.2
Iksan_Plant,ssp245,mid,etccdi_fd,1.3
Iksan_Plant,ssp245,mid,etccdi_r95p,457.18
Iksan_Plant,ssp245,mid,etccdi_rx1day,43.37
Iksan_Plant,ssp245,mid,etccdi_rx5day,65.77
Iksan_Plant,ssp245,mid,etccdi_sdii,14.26
Iksan_Plant,ssp245,mid,etccdi_su,5.2
Iksan_Plant,ssp245,mid,etccdi_tnn,8.96
Iksan_Plant,ssp245,mid,etccdi_tr,49.0
Iksan_Plant,ssp245,mid,etccdi_txx,18.94
Iksan_Plant,ssp245,mid,etccdi_wbgt,13.84
Iksan_Plant,ssp245,mid,etccdi_wsdi,54.3
Iksan_Plant,ssp245,near,etccdi_cdd,30.8
Iksan_Plant,ssp245,near,etccdi_cwd,5.4
Iksan_Plant,ssp245,near,etccdi_fd,4.2
Iksan_Plant,ssp245,near,etccdi_r95p,320.72
Iksan_Plant,ssp245,near,etccdi_rx1day,35.77
Iksan_Plant,ssp245,near,etccdi_rx5day,59.7
Iksan_Plant,ssp245,near,etccdi_sdii,12.14
Iksan_Plant,ssp245,near,etccdi_su,0.2
Iksan_Plant,ssp245,near,etccdi_tnn,7.6
Iksan_Plant,ssp245,near,etccdi_tr,14.9
Iksan_Plant,ssp245,near,etccdi_txx,17.77
Iksan_Plant,ssp245,near,etccdi_wbgt,12.6
Iksan_Plant,ssp245,near,etccdi_wsdi,16.4
Iksan_Plant,ssp370,baseline,etccdi_cdd,31.8
Iksan_Plant,ssp370,baseline,etccdi_cwd,4.8
Iksan_Plant,ssp370,baseline,etccdi_fd,8.4
Iksan_Plant,ssp370,baseline,etccdi_r95p,208.26
Iksan_Plant,ssp370,baseline,etccdi_rx1day,30.63
Iksan_Plant,ssp370,baseline,etccdi_rx5day,47.61
Iksan_Plant,ssp370,baseline,etccdi_sdii,11.11
Iksan_Plant,ssp370,baseline,etccdi_su,0.1
Iksan_Plant,ssp370,baseline,etccdi_tnn,6.79
Iksan_Plant,ssp370,baseline,etccdi_tr,7.4
Iksan_Plant,ssp370,baseline,etccdi_txx,17.12
Iksan_Plant,ssp370,baseline,etccdi_wbgt,12.07
Iksan_Plant,ssp370,baseline,etccdi_wsdi,10.6
Iksan_Plant,ssp370,end,etccdi_cdd,37.3
Iksan_Plant,ssp370,end,etccdi_cwd,6.6
Iksan_Plant,ssp370,end,etccdi_fd,0.2
Iksan_Plant,ssp370,end,etccdi_r95p,481.39
Iksan_Plant,ssp370,end,etccdi_rx1day,41.59
Iksan_Plant,ssp370,end,etccdi_rx5day,67.96
Iksan_Plant,ssp370,end,etccdi_sdii,14.8
Iksan_Plant,ssp370,end,etccdi_su,48.1
Iksan_Plant,ssp370,end,etccdi_tnn,11.0
Iksan_Plant,ssp370,end,etccdi_tr,97.5
Iksan_Plant,ssp370,end,etccdi_txx,20.76
Iksan_Plant,ssp370,end,etccdi_wbgt,15.74
Iksan_Plant,ssp370,end,etccdi_wsdi,97.1
Iksan_Plant,ssp370,far,etccdi_cdd,26.2
Iksan_Plant,ssp370,far,etccdi_cwd,5.6
Iksan_Plant,ssp370,far,etccdi_fd,0.0
Iksan_Plant,ssp370,far,etccdi_r95p,583.17
Iksan_Plant,ssp370,far,etccdi_rx1day,47.51
Iksan_Plant,ssp370,far,etccdi_rx5day,73.77
Iksan_Plant,ssp370,far,etccdi_sdii,14.77
Iksan_Plant,ssp370,far,etccdi_su,35.0
Iksan_Plant,ssp370,far,etccdi_tnn,10.47
Iksan_Plant,ssp370,far,etccdi_tr,85.2
Iksan_Plant,ssp370,far,etccdi_txx,20.51
Iksan_Plant,ssp370,far,etccdi_wbgt,15.37
Iksan_Plant,ssp370,far,etccdi_wsdi,85.6
Iksan_Plant,ssp370,mid,etccdi_cdd,37.6
Iksan_Plant,ssp370,mid,etccdi_cwd,6.2
Iksan_Plant,ssp370,mid,etccdi_fd,4.5
Iksan_Plant,ssp370,mid,etccdi_r95p,451.54
Iksan_Plant,ssp370,mid,etccdi_rx1day,39.89
Iksan_Plant,ssp370,mid,etccdi_rx5day,66.56
Iksan_Plant,ssp370,mid,etccdi_sdii,13.88
Iksan_Plant,ssp370,mid,etccdi_su,0.2
Iksan_Plant,ssp370,mid,etccdi_tnn,8.36
Iksan_Plant,ssp370,mid,etccdi_tr,30.5
Iksan_Plant,ssp370,mid,etccdi_txx,18.47
Iksan_Plant,ssp370,mid,etccdi_wbgt,13.43
Iksan_Plant,ssp370,mid,etccdi_wsdi,41.2
Iksan_Plant,ssp370,near,etccdi_cdd,35.3
Iksan_Plant,ssp370,near,etccdi_cwd,5.0
Iksan_Plant,ssp370,near,etccdi_fd,3.8
Iksan_Plant,ssp370,near,etccdi_r95p,324.45
Iksan_Plant,ssp370,near,etccdi_rx1day,36.22
Iksan_Plant,ssp370,near,etccdi_rx5day,59.52
Iksan_Plant,ssp370,near,etccdi_sdii,13.08
Iksan_Plant,ssp370,near,etccdi_su,0.1
Iksan_Plant,ssp370,near,etccdi_tnn,7.71
Iksan_Plant,ssp370,near,etccdi_tr,14.8
Iksan_Plant,ssp370,near,etccdi_txx,17.95
Iksan_Plant,ssp370,near,etccdi_wbgt,12.88
Iksan_Plant,ssp370,near,etccdi_wsdi,19.1
Iksan_Plant,ssp585,baseline,etccdi_cdd,29.4
Iksan_Plant,ssp585,baseline,etccdi_cwd,5.7
Iksan_Plant,ssp585,baseline,etccdi_fd,9.1
Iksan_Plant,ssp585,baseline,etccdi_r95p,279.49
Iksan_Plant,ssp585,baseline,etccdi_rx1day,32.29
Iksan_Plant,ssp585,baseline,etccdi_rx5day,52.35
Iksan_Plant,ssp585,baseline,etccdi_sdii,11.72
Iksan_Plant,ssp585,baseline,etccdi_su,0.1
Iksan_Plant,ssp585,baseline,etccdi_tnn,7.05
Iksan_Plant,ssp585,baseline,etccdi_tr,13.5
Iksan_Plant,ssp585,baseline,etccdi_txx,17.35
Iksan_Plant,ssp585,baseline,etccdi_wbgt,12.22
Iksan_Plant,ssp585,baseline,etccdi_wsdi,10.3
Iksan_Plant,ssp585,end,etccdi_cdd,32.1
Iksan_Plant,ssp585,end,etccdi_cwd,6.0
Iksan_Plant,ssp585,end,etccdi_fd,0.0
Iksan_Plant,ssp585,end,etccdi_r95p,572.34
Iksan_Plant,ssp585,end,etccdi_rx1day,48.82
Iksan_Plant,ssp585,end,etccdi_rx5day,76.62
Iksan_Plant,ssp585,end,etccdi_sdii,16.04
Iksan_Plant,ssp585,end,etccdi_su,86.0
Iksan_Plant,ssp585,end,etccdi_tnn,12.46
Iksan_Plant,ssp585,end,etccdi_tr,129.7
Iksan_Plant,ssp585,end,etccdi_txx,22.33
Iksan_Plant,ssp585,end,etccdi_wbgt,17.12
Iksan_Plant,ssp585,end,etccdi_wsdi,119.1
Iksan_Plant,ssp585,far,etccdi_cdd,34.4
Iksan_Plant,ssp585,far,etccdi_cwd,6.0
Iksan_Plant,ssp585,far,etccdi_fd,0.0
Iksan_Plant,ssp585,far,etccdi_r95p,578.2
Iksan_Plant,ssp585,far,etccdi_rx1day,47.91
Iksan_Plant,ssp585,far,etccdi_rx5day,72.73
Iksan_Plant,ssp585,far,etccdi_sdii,15.26
Iksan_Plant,ssp585,far,etccdi_su,66.9
Iksan_Plant,ssp585,far,etccdi_tnn,11.76
Iksan_Plant,ssp585,far,etccdi_tr,115.0
Iksan_Plant,ssp585,far,etccdi_txx,21.67
Iksan_Plant,ssp585,far,etccdi_wbgt,16.34
Iksan_Plant,ssp585,far,etccdi_wsdi,105.2
Iksan_Plant,ssp585,mid,etccdi_cdd,31.4
Iksan_Plant,ssp585,mid,etccdi_cwd,5.7
Iksan_Plant,ssp585,mid,etccdi_fd,1.0
Iksan_Plant,ssp585,mid,etccdi_r95p,460.28
Iksan_Plant,ssp585,mid,etccdi_rx1day,43.25
Iksan_Plant,ssp585,mid,etccdi_rx5day,69.35
Iksan_Plant,ssp585,mid,etccdi_sdii,13.95
Iksan_Plant,ssp585,mid,etccdi_su,6.2
Iksan_Plant,ssp585,mid,etccdi_tnn,9.27
Iksan_Plant,ssp585,mid,etccdi_tr,59.9
Iksan_Plant,ssp585,mid,etccdi_txx,19.43
Iksan_Plant,ssp585,mid,etccdi_wbgt,14.21
Iksan_Plant,ssp585,mid,etccdi_wsdi,57.5
Iksan_Plant,ssp585,near,etccdi_cdd,36.0
Iksan_Plant,ssp585,near,etccdi_cwd,5.7
Iksan_Plant,ssp585,near,etccdi_fd,5.3
Iksan_Plant,ssp585,near,etccdi_r95p,190.65
Iksan_Plant,ssp585,near,etccdi_rx1day,30.78
Iksan_Plant,ssp585,near,etccdi_rx5day,47.9
Iksan_Plant,ssp585,near,etccdi_sdii,11.47
Iksan_Plant,ssp585,near,etccdi_su,1.0
Iksan_Plant,ssp585,near,etccdi_tnn,7.63
Iksan_Plant,ssp585,near,etccdi_tr,21.2
Iksan_Plant,ssp585,near,etccdi_txx,17.89
Iksan_Plant,ssp585,near,etccdi_wbgt,12.64
Iksan_Plant,ssp585,near,etccdi_wsdi,18.2
Jianyang_Carbon,ssp126,baseline,etccdi_cdd,39.1
Jianyang_Carbon,ssp126,baseline,etccdi_cwd,5.8
Jianyang_Carbon,ssp126,baseline,etccdi_fd,68.0
Jianyang_Carbon,ssp126,baseline,etccdi_r95p,253.48
Jianyang_Carbon,ssp126,baseline,etccdi_rx1day,29.38
Jianyang_Carbon,ssp126,baseline,etccdi_rx5day,46.22
Jianyang_Carbon,ssp126,baseline,etccdi_sdii,11.42
Jianyang_Carbon,ssp126,baseline,etccdi_su,145.7
Jianyang_Carbon,ssp126,baseline,etccdi_tnn,4.95
Jianyang_Carbon,ssp126,baseline,etccdi_tr,86.8
Jianyang_Carbon,ssp126,baseline,etccdi_txx,28.31
Jianyang_Carbon,ssp126,baseline,etccdi_wbgt,15.53
Jianyang_Carbon,ssp126,baseline,etccdi_wsdi,5.8
Jianyang_Carbon,ssp126,end,etccdi_cdd,38.4
Jianyang_Carbon,ssp126,end,etccdi_cwd,5.8
Jianyang_Carbon,ssp126,end,etccdi_fd,55.8
Jianyang_Carbon,ssp126,end,etccdi_r95p,356.16
Jianyang_Carbon,ssp126,end,etccdi_rx1day,32.77
Jianyang_Carbon,ssp126,end,etccdi_rx5day,53.63
Jianyang_Carbon,ssp126,end,etccdi_sdii,12.36
Jianyang_Carbon,ssp126,end,etccdi_su,158.1
Jianyang_Carbon,ssp126,end,etccdi_tnn,6.37
Jianyang_Carbon,ssp126,end,etccdi_tr,103.2
Jianyang_Carbon,ssp126,end,etccdi_txx,28.98
Jianyang_Carbon,ssp126,end,etccdi_wbgt,16.57
Jianyang_Carbon,ssp126,end,etccdi_wsdi,8.7
Jianyang_Carbon,ssp126,far,etccdi_cdd,43.6
Jianyang_Carbon,ssp126,far,etccdi_cwd,6.3
Jianyang_Carbon,ssp126,far,etccdi_fd,50.2
Jianyang_Carbon,ssp126,far,etccdi_r95p,435.12
Jianyang_Carbon,ssp126,far,etccdi_rx1day,31.83
Jianyang_Carbon,ssp126,far,etccdi_rx5day,59.38
Jianyang_Carbon,ssp126,far,etccdi_sdii,13.69
Jianyang_Carbon,ssp126,far,etccdi_su,157.0
Jianyang_Carbon,ssp126,far,etccdi_tnn,6.23
Jianyang_Carbon,ssp126,far,etccdi_tr,100.7
Jianyang_Carbon,ssp126,far,etccdi_txx,29.71
Jianyang_Carbon,ssp126,far,etccdi_wbgt,17.01
Jianyang_Carbon,ssp126,far,etccdi_wsdi,16.2
Jianyang_Carbon,ssp126,mid,etccdi_cdd,39.7
Jianyang_Carbon,ssp126,mid,etccdi_cwd,5.9
Jianyang_Carbon,ssp126,mid,etccdi_fd,56.7
Jianyang_Carbon,ssp126,mid,etccdi_r95p,253.16
Jianyang_Carbon,ssp126,mid,etccdi_rx1day,29.29
Jianyang_Carbon,ssp126,mid,etccdi_rx5day,45.72
Jianyang_Carbon,ssp126,mid,etccdi_sdii,10.8
Jianyang_Carbon,ssp126,mid,etccdi_su,165.1
Jianyang_Carbon,ssp126,mid,etccdi_tnn,5.8
Jianyang_Carbon,ssp126,mid,etccdi_tr,102.8
Jianyang_Carbon,ssp126,mid,etccdi_txx,30.04
Jianyang_Carbon,ssp126,mid,etccdi_wbgt,16.62
Jianyang_Carbon,ssp126,mid,etccdi_wsdi,11.7
Jianyang_Carbon,ssp126,near,etccdi_cdd,35.8
Jianyang_Carbon,ssp126,near,etccdi_cwd,6.0
Jianyang_Carbon,ssp126,near,etccdi_fd,60.2
Jianyang_Carbon,ssp126,near,etccdi_r95p,173.14
Jianyang_Carbon,ssp126,near,etccdi_rx1day,24.4
Jianyang_Carbon,ssp126,near,etccdi_rx5day,42.91
Jianyang_Carbon,ssp126,near,etccdi_sdii,10.43
Jianyang_Carbon,ssp126,near,etccdi_su,156.1
Jianyang_Carbon,ssp126,near,etccdi_tnn,5.46
Jianyang_Carbon,ssp126,near,etccdi_tr,97.7
Jianyang_Carbon,ssp126,near,etccdi_txx,28.75
Jianyang_Carbon,ssp126,near,etccdi_wbgt,16.09
Jianyang_Carbon,ssp126,near,etccdi_wsdi,12.0
Jianyang_Carbon,ssp245,baseline,etccdi_cdd,31.9
Jianyang_Carbon,ssp245,baseline,etccdi_cwd,6.6
Jianyang_Carbon,ssp245,baseline,etccdi_fd,71.1
Jianyang_Carbon,ssp245,baseline,etccdi_r95p,180.56
Jianyang_Carbon,ssp245,baseline,etccdi_rx1day,25.12
Jianyang_Carbon,ssp245,baseline,etccdi_rx5day,39.59
Jianyang_Carbon,ssp245,baseline,etccdi_sdii,9.44
Jianyang_Carbon,ssp245,baseline,etccdi_su,142.0
Jianyang_Carbon,ssp245,baseline,etccdi_tnn,4.53
Jianyang_Carbon,ssp245,baseline,etccdi_tr,88.3
Jianyang_Carbon,ssp245,baseline,etccdi_txx,28.04
Jianyang_Carbon,ssp245,baseline,etccdi_wbgt,15.28
Jianyang_Carbon,ssp245,baseline,etccdi_wsdi,7.4
Jianyang_Carbon,ssp245,end,etccdi_cdd,39.1
Jianyang_Carbon,ssp245,end,etccdi_cwd,5.9
Jianyang_Carbon,ssp245,end,etccdi_fd,46.1
Jianyang_Carbon,ssp245,end,etccdi_r95p,437.65
Jianyang_Carbon,ssp245,end,etccdi_rx1day,34.43
Jianyang_Carbon,ssp245,end,etccdi_rx5day,57.35
Jianyang_Carbon,ssp245,end,etccdi_sdii,13.48
Jianyang_Carbon,ssp245,end,etccdi_su,169.3
Jianyang_Carbon,ssp245,end,etccdi_tnn,6.83
Jianyang_Carbon,ssp245,end,etccdi_tr,115.2
Jianyang_Carbon,ssp245,end,etccdi_txx,30.79
Jianyang_Carbon,ssp245,end,etccdi_wbgt,17.52
Jianyang_Carbon,ssp245,end,etccdi_wsdi,18.8
Jianyang_Carbon,ssp245,far,etccdi_cdd,39.0
Jianyang_Carbon,ssp245,far,etccdi_cwd,4.9
Jianyang_Carbon,ssp245,far,etccdi_fd,42.7
Jianyang_Carbon,ssp245,far,etccdi_r95p,305.65
Jianyang_Carbon,ssp245,far,etccdi_rx1day,29.11
Jianyang_Carbon,ssp245,far,etccdi_rx5day,46.35
Jianyang_Carbon,ssp245,far,etccdi_sdii,11.45
Jianyang_Carbon,ssp245,far,etccdi_su,173.4
Jianyang_Carbon,ssp245,far,etccdi_tnn,6.57
Jianyang_Carbon,ssp245,far,etccdi_tr,115.9
Jianyang_Carbon,ssp245,far,etccdi_txx,31.52
Jianyang_Carbon,ssp245,far,etccdi_wbgt,17.71
Jianyang_Carbon,ssp245,far,etccdi_wsdi,23.8
Jianyang_Carbon,ssp245,mid,etccdi_cdd,41.8
Jianyang_Carbon,ssp245,mid,etccdi_cwd,6.0
Jianyang_Carbon,ssp245,mid,etccdi_fd,48.7
Jianyang_Carbon,ssp245,mid,etccdi_r95p,388.96
Jianyang_Carbon,ssp245,mid,etccdi_rx1day,33.15
Jianyang_Carbon,ssp245,mid,etccdi_rx5day,52.72
Jianyang_Carbon,ssp245,mid,etccdi_sdii,12.47
Jianyang_Carbon,ssp245,mid,etccdi_su,163.8
Jianyang_Carbon,ssp245,mid,etccdi_tnn,6.39
Jianyang_Carbon,ssp245,mid,etccdi_tr,104.0
Jianyang_Carbon,ssp245,mid,etccdi_txx,29.91
Jianyang_Carbon,ssp245,mid,etccdi_wbgt,17.01
Jianyang_Carbon,ssp245,mid,etccdi_wsdi,14.6
Jianyang_Carbon,ssp245,near,etccdi_cdd,30.8
Jianyang_Carbon,ssp245,near,etccdi_cwd,6.6
Jianyang_Carbon,ssp245,near,etccdi_fd,64.6
Jianyang_Carbon,ssp245,near,etccdi_r95p,241.71
Jianyang_Carbon,ssp245,near,etccdi_rx1day,27.4
Jianyang_Carbon,ssp245,near,etccdi_rx5day,44.76
Jianyang_Carbon,ssp245,near,etccdi_sdii,10.46
Jianyang_Carbon,ssp245,near,etccdi_su,148.7
Jianyang_Carbon,ssp245,near,etccdi_tnn,5.1
Jianyang_Carbon,ssp245,near,etccdi_tr,89.3
Jianyang_Carbon,ssp245,near,etccdi_txx,27.71
Jianyang_Carbon,ssp245,near,etccdi_wbgt,15.55
