site,country,ssp,variable,period,ens_mean,ens_median,ens_p10,ens_p90,lat,lon
OCI_RnD_Seongnam,KOR,ssp245,tasmax,baseline,28.1243,28.668,25.9745,31.3569,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,tasmin,baseline,7.5469,7.9286,4.9896,10.7322,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,evspsbl,baseline,27.8433,27.8433,27.8433,27.8433,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,pr,baseline,38.6485,38.3221,32.7967,44.9373,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,prsn,baseline,0.504,0.504,0.504,0.504,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,sfcWind,baseline,3.6641,3.6641,3.6641,3.6641,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,tas,baseline,11.0482,11.3356,9.4528,12.3122,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,tasmax,baseline,28.1447,28.1757,26.343,31.7678,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,tasmin,baseline,7.037,7.6728,4.6369,9.6447,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,evspsbl,baseline,28.8006,28.8006,28.8006,28.8006,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,pr,baseline,38.81,39.6368,33.166,42.8317,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,prsn,baseline,0.5527,0.5527,0.5527,0.5527,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,sfcWind,baseline,3.764,3.764,3.764,3.764,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,tas,baseline,11.3109,11.3088,9.7718,12.9592,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,tasmax,baseline,28.2516,28.8506,26.0765,31.1661,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,tasmin,baseline,7.5729,8.1079,5.0381,10.7826,37.3219,127.119
OCI_Shanghai,CHN,ssp126,evspsbl,baseline,34.245,34.245,34.245,34.245,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,pr,baseline,41.7571,37.8864,30.8062,56.2443,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,prsn,baseline,0.0149,0.0149,0.0149,0.0149,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,sfcWind,baseline,3.4771,3.4771,3.4771,3.4771,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,tas,baseline,16.7834,16.7876,15.3704,18.0136,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,tasmax,baseline,29.9984,30.0642,26.8083,34.1336,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,tasmin,baseline,14.4347,13.9884,12.4135,16.7016,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,evspsbl,baseline,34.3435,34.3435,34.3435,34.3435,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,pr,baseline,43.4425,43.0865,32.1784,56.8519,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,prsn,baseline,0.0459,0.0459,0.0459,0.0459,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,sfcWind,baseline,3.5139,3.5139,3.5139,3.5139,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,tas,baseline,16.7443,16.7395,15.2799,17.7864,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,tasmax,baseline,29.7704,29.9052,26.9305,34.0017,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,tasmin,baseline,14.4274,14.1474,12.1845,16.5232,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,evspsbl,baseline,33.1985,33.1985,33.1985,33.1985,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,pr,baseline,40.6489,37.9866,29.9992,54.0577,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,prsn,baseline,0.021,0.021,0.021,0.021,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,sfcWind,baseline,3.466,3.466,3.466,3.466,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,tas,baseline,16.6704,16.5698,15.3296,17.8359,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,tasmax,baseline,29.3667,28.605,26.5521,33.4183,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,tasmin,baseline,14.3677,14.1255,12.7973,15.7457,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,evspsbl,baseline,35.0805,35.0805,35.0805,35.0805,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,pr,baseline,41.8507,40.9652,32.6089,53.2228,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,prsn,baseline,0.0153,0.0153,0.0153,0.0153,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,sfcWind,baseline,3.5183,3.5183,3.5183,3.5183,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,tas,baseline,16.712,16.4983,15.3088,17.8996,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,tasmax,baseline,30.0711,30.4537,26.8991,34.0777,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,tasmin,baseline,14.4405,14.189,12.2617,16.6547,31.2304,121.4737
Philko_Makati,PHL,ssp126,evspsbl,baseline,44.837,44.837,44.837,44.837,14.5995,120.9842
Philko_Makati,PHL,ssp126,pr,baseline,70.5454,73.8958,57.2447,82.3402,14.5995,120.9842
Philko_Makati,PHL,ssp126,prsn,baseline,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp126,sfcWind,baseline,2.8574,2.8574,2.8574,2.8574,14.5995,120.9842
Philko_Makati,PHL,ssp126,tas,baseline,26.7865,26.6399,25.6704,27.7942,14.5995,120.9842
Philko_Makati,PHL,ssp126,tasmax,baseline,32.1197,31.9628,28.2311,34.8904,14.5995,120.9842
Philko_Makati,PHL,ssp126,tasmin,baseline,24.8425,25.0534,22.918,26.2397,14.5995,120.9842
Philko_Makati,PHL,ssp245,evspsbl,baseline,45.4839,45.4839,45.4839,45.4839,14.5995,120.9842
Philko_Makati,PHL,ssp245,pr,baseline,71.4464,72.9027,58.0009,83.6789,14.5995,120.9842
Philko_Makati,PHL,ssp245,prsn,baseline,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp245,sfcWind,baseline,2.8281,2.8281,2.8281,2.8281,14.5995,120.9842
Philko_Makati,PHL,ssp245,tas,baseline,26.8712,26.8857,25.6228,27.8842,14.5995,120.9842
Philko_Makati,PHL,ssp245,tasmax,baseline,31.9687,32.3104,28.2442,34.3044,14.5995,120.9842
Philko_Makati,PHL,ssp245,tasmin,baseline,25.0209,25.2856,23.1953,26.2918,14.5995,120.9842
Philko_Makati,PHL,ssp370,evspsbl,baseline,44.6849,44.6849,44.6849,44.6849,14.5995,120.9842
Philko_Makati,PHL,ssp370,pr,baseline,69.8763,71.6191,60.407,83.3669,14.5995,120.9842
Philko_Makati,PHL,ssp370,prsn,baseline,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp370,sfcWind,baseline,2.9224,2.9224,2.9224,2.9224,14.5995,120.9842
Philko_Makati,PHL,ssp370,tas,baseline,26.7936,26.9707,25.3911,27.8567,14.5995,120.9842
Philko_Makati,PHL,ssp370,tasmax,baseline,32.0646,31.957,28.3306,35.0876,14.5995,120.9842
Philko_Makati,PHL,ssp370,tasmin,baseline,24.8875,25.1255,23.032,26.2236,14.5995,120.9842
Philko_Makati,PHL,ssp585,evspsbl,baseline,45.1098,45.1098,45.1098,45.1098,14.5995,120.9842
Philko_Makati,PHL,ssp585,pr,baseline,71.3533,72.5903,58.3767,82.8735,14.5995,120.9842
Philko_Makati,PHL,ssp585,prsn,baseline,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp585,sfcWind,baseline,2.8966,2.8966,2.8966,2.8966,14.5995,120.9842
Philko_Makati,PHL,ssp585,tas,baseline,26.8251,26.8774,25.5121,27.9168,14.5995,120.9842
Philko_Makati,PHL,ssp585,tasmax,baseline,32.0258,32.4461,28.4031,34.1434,14.5995,120.9842
Philko_Makati,PHL,ssp585,tasmin,baseline,25.0052,25.1568,23.1025,26.3572,14.5995,120.9842
Pohang_Plant,KOR,ssp126,evspsbl,baseline,35.8353,35.8353,35.8353,35.8353,36.0095,129.3435
Pohang_Plant,KOR,ssp126,pr,baseline,44.9947,44.0141,38.3251,55.895,36.0095,129.3435
Pohang_Plant,KOR,ssp126,prsn,baseline,0.3874,0.3874,0.3874,0.3874,36.0095,129.3435
Pohang_Plant,KOR,ssp126,sfcWind,baseline,4.1262,4.1262,4.1262,4.1262,36.0095,129.3435
Pohang_Plant,KOR,ssp126,tas,baseline,14.1022,14.1988,12.706,15.6894,36.0095,129.3435
Pohang_Plant,KOR,ssp126,tasmax,baseline,27.1828,27.469,23.2242,30.2285,36.0095,129.3435
Pohang_Plant,KOR,ssp126,tasmin,baseline,11.6563,11.5388,8.564,14.5567,36.0095,129.3435
Pohang_Plant,KOR,ssp245,evspsbl,baseline,36.2325,36.2325,36.2325,36.2325,36.0095,129.3435
Pohang_Plant,KOR,ssp245,pr,baseline,43.728,41.818,36.8139,55.8024,36.0095,129.3435
Pohang_Plant,KOR,ssp245,prsn,baseline,0.2535,0.2535,0.2535,0.2535,36.0095,129.3435
Pohang_Plant,KOR,ssp245,sfcWind,baseline,4.1677,4.1677,4.1677,4.1677,36.0095,129.3435
Pohang_Plant,KOR,ssp245,tas,baseline,14.1357,14.0731,12.6123,15.7832,36.0095,129.3435
Pohang_Plant,KOR,ssp245,tasmax,baseline,27.111,27.5508,23.1772,29.9999,36.0095,129.3435
Pohang_Plant,KOR,ssp245,tasmin,baseline,11.7107,11.8912,8.561,14.6779,36.0095,129.3435
Pohang_Plant,KOR,ssp370,evspsbl,baseline,35.1752,35.1752,35.1752,35.1752,36.0095,129.3435
Pohang_Plant,KOR,ssp370,pr,baseline,42.3142,41.6304,34.7642,52.5999,36.0095,129.3435
Pohang_Plant,KOR,ssp370,prsn,baseline,0.4796,0.4796,0.4796,0.4796,36.0095,129.3435
Pohang_Plant,KOR,ssp370,sfcWind,baseline,4.1011,4.1011,4.1011,4.1011,36.0095,129.3435
Pohang_Plant,KOR,ssp370,tas,baseline,14.0221,13.949,12.7839,15.8941,36.0095,129.3435
Pohang_Plant,KOR,ssp370,tasmax,baseline,26.8841,27.042,22.7744,30.3431,36.0095,129.3435
Pohang_Plant,KOR,ssp370,tasmin,baseline,11.4525,11.6926,8.2157,14.5451,36.0095,129.3435
Pohang_Plant,KOR,ssp585,evspsbl,baseline,35.6999,35.6999,35.6999,35.6999,36.0095,129.3435
Pohang_Plant,KOR,ssp585,pr,baseline,44.4618,44.3368,36.5007,53.6563,36.0095,129.3435
Pohang_Plant,KOR,ssp585,prsn,baseline,0.4272,0.4272,0.4272,0.4272,36.0095,129.3435
Pohang_Plant,KOR,ssp585,sfcWind,baseline,4.1644,4.1644,4.1644,4.1644,36.0095,129.3435
Pohang_Plant,KOR,ssp585,tas,baseline,14.3445,14.0778,12.8684,15.9992,36.0095,129.3435
Pohang_Plant,KOR,ssp585,tasmax,baseline,27.4145,27.9724,23.3661,30.146,36.0095,129.3435
Pohang_Plant,KOR,ssp585,tasmin,baseline,11.7185,11.6801,8.5159,14.7386,36.0095,129.3435
Saehan_Recycle,KOR,ssp126,evspsbl,baseline,28.6831,28.6831,28.6831,28.6831,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,pr,baseline,43.6709,42.3557,38.5125,52.6478,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,prsn,baseline,0.4002,0.4002,0.4002,0.4002,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,sfcWind,baseline,4.2621,4.2621,4.2621,4.2621,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,tas,baseline,12.6731,12.9687,10.7599,14.2084,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,tasmax,baseline,28.0019,27.7356,26.2409,30.3434,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,tasmin,baseline,9.6111,10.3319,6.5756,12.4885,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,evspsbl,baseline,28.8816,28.8816,28.8816,28.8816,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,pr,baseline,42.8512,41.9893,36.5269,51.849,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,prsn,baseline,0.3063,0.3063,0.3063,0.3063,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,sfcWind,baseline,4.3083,4.3083,4.3083,4.3083,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,tas,baseline,12.6729,12.7427,10.8016,14.5234,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,tasmax,baseline,27.8947,27.5685,25.8477,29.5875,35.9333,127.0167
Saehan_Recycle,KOR,ssp245,tasmin,baseline,9.635,10.0167,6.7693,12.8439,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,evspsbl,baseline,28.5543,28.5543,28.5543,28.5543,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,pr,baseline,41.4772,38.7597,33.9758,49.5207,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,prsn,baseline,0.4184,0.4184,0.4184,0.4184,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,sfcWind,baseline,4.2325,4.2325,4.2325,4.2325,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,tas,baseline,12.5979,12.6579,10.4947,14.2706,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,tasmax,baseline,27.7041,27.6395,25.7872,29.5042,35.9333,127.0167
Saehan_Recycle,KOR,ssp370,tasmin,baseline,9.3358,9.7583,6.5357,12.3955,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,evspsbl,baseline,28.9916,28.9916,28.9916,28.9916,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,pr,baseline,42.1049,40.2628,35.1781,50.6101,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,prsn,baseline,0.3701,0.3701,0.3701,0.3701,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,sfcWind,baseline,4.3203,4.3203,4.3203,4.3203,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,tas,baseline,12.8533,12.822,10.7243,14.5585,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,tasmax,baseline,28.1007,28.2122,26.1782,29.6771,35.9333,127.0167
Saehan_Recycle,KOR,ssp585,tasmin,baseline,9.6575,10.1648,6.7178,12.619,35.9333,127.0167
Shandong_OCI,CHN,ssp126,evspsbl,baseline,22.9818,22.9818,22.9818,22.9818,34.7979,117.2571
Shandong_OCI,CHN,ssp126,pr,baseline,29.0844,28.1889,21.8592,37.4032,34.7979,117.2571
Shandong_OCI,CHN,ssp126,prsn,baseline,1.0203,1.0203,1.0203,1.0203,34.7979,117.2571
Shandong_OCI,CHN,ssp126,sfcWind,baseline,2.8372,2.8372,2.8372,2.8372,34.7979,117.2571
Shandong_OCI,CHN,ssp126,tas,baseline,14.344,14.0753,13.2427,15.8477,34.7979,117.2571
Shandong_OCI,CHN,ssp126,tasmax,baseline,33.8966,34.7292,31.087,36.8193,34.7979,117.2571
Shandong_OCI,CHN,ssp126,tasmin,baseline,9.4311,9.4606,8.2506,11.1891,34.7979,117.2571
Shandong_OCI,CHN,ssp245,evspsbl,baseline,23.4587,23.4587,23.4587,23.4587,34.7979,117.2571
Shandong_OCI,CHN,ssp245,pr,baseline,28.7417,29.7847,21.1199,37.0413,34.7979,117.2571
Shandong_OCI,CHN,ssp245,prsn,baseline,0.9846,0.9846,0.9846,0.9846,34.7979,117.2571
Shandong_OCI,CHN,ssp245,sfcWind,baseline,2.8759,2.8759,2.8759,2.8759,34.7979,117.2571
Shandong_OCI,CHN,ssp245,tas,baseline,14.2713,13.9845,13.0924,16.1276,34.7979,117.2571
Shandong_OCI,CHN,ssp245,tasmax,baseline,33.7793,34.5779,30.7333,36.7444,34.7979,117.2571
Shandong_OCI,CHN,ssp245,tasmin,baseline,9.348,9.4972,7.8978,11.49,34.7979,117.2571
Shandong_OCI,CHN,ssp370,evspsbl,baseline,25.8872,25.8872,25.8872,25.8872,34.7979,117.2571
Shandong_OCI,CHN,ssp370,pr,baseline,28.2933,29.406,21.6899,33.8412,34.7979,117.2571
Shandong_OCI,CHN,ssp370,prsn,baseline,0.9007,0.9007,0.9007,0.9007,34.7979,117.2571
Shandong_OCI,CHN,ssp370,sfcWind,baseline,2.7862,2.7862,2.7862,2.7862,34.7979,117.2571
Shandong_OCI,CHN,ssp370,tas,baseline,14.1671,13.7908,13.1268,15.7585,34.7979,117.2571
Shandong_OCI,CHN,ssp370,tasmax,baseline,34.0302,34.0196,30.9419,36.7286,34.7979,117.2571
Shandong_OCI,CHN,ssp370,tasmin,baseline,8.9725,9.2287,7.7378,10.6561,34.7979,117.2571
Shandong_OCI,CHN,ssp585,evspsbl,baseline,25.9272,25.9272,25.9272,25.9272,34.7979,117.2571
Shandong_OCI,CHN,ssp585,pr,baseline,30.1166,30.5604,23.4835,37.0929,34.7979,117.2571
Shandong_OCI,CHN,ssp585,prsn,baseline,1.0512,1.0512,1.0512,1.0512,34.7979,117.2571
Shandong_OCI,CHN,ssp585,sfcWind,baseline,2.7887,2.7887,2.7887,2.7887,34.7979,117.2571
Shandong_OCI,CHN,ssp585,tas,baseline,14.2728,13.8134,13.1731,16.0695,34.7979,117.2571
Shandong_OCI,CHN,ssp585,tasmax,baseline,33.666,34.1217,30.6926,36.5062,34.7979,117.2571
Shandong_OCI,CHN,ssp585,tasmin,baseline,9.4769,9.4947,8.0324,11.7334,34.7979,117.2571
Gunsan_Plant,KOR,ssp126,evspsbl,near,30.3582,30.3582,30.3582,30.3582,35.97,126.7114
Gunsan_Plant,KOR,ssp126,pr,near,41.8944,41.9948,32.5423,48.6791,35.97,126.7114
Gunsan_Plant,KOR,ssp126,prsn,near,0.2371,0.2371,0.2371,0.2371,35.97,126.7114
Gunsan_Plant,KOR,ssp126,sfcWind,near,4.2319,4.2319,4.2319,4.2319,35.97,126.7114
Gunsan_Plant,KOR,ssp126,tas,near,13.2309,13.2051,11.0399,14.753,35.97,126.7114
Gunsan_Plant,KOR,ssp126,tasmax,near,28.1792,28.0675,25.3909,30.2282,35.97,126.7114
Gunsan_Plant,KOR,ssp126,tasmin,near,10.2049,11.037,7.0742,12.849,35.97,126.7114
Gunsan_Plant,KOR,ssp245,evspsbl,near,29.2053,29.2053,29.2053,29.2053,35.97,126.7114
Gunsan_Plant,KOR,ssp245,pr,near,40.9155,40.4679,31.807,50.396,35.97,126.7114
Gunsan_Plant,KOR,ssp245,prsn,near,0.2791,0.2791,0.2791,0.2791,35.97,126.7114
Gunsan_Plant,KOR,ssp245,sfcWind,near,4.1888,4.1888,4.1888,4.1888,35.97,126.7114
Gunsan_Plant,KOR,ssp245,tas,near,13.2142,13.1606,11.1269,14.7302,35.97,126.7114
Gunsan_Plant,KOR,ssp245,tasmax,near,28.1244,28.2637,25.322,30.3559,35.97,126.7114
Gunsan_Plant,KOR,ssp245,tasmin,near,10.1944,11.0706,7.1483,12.7734,35.97,126.7114
Gunsan_Plant,KOR,ssp370,evspsbl,near,28.1454,28.1454,28.1454,28.1454,35.97,126.7114
Gunsan_Plant,KOR,ssp370,pr,near,40.4785,39.8156,32.0245,50.5056,35.97,126.7114
Gunsan_Plant,KOR,ssp370,prsn,near,0.263,0.263,0.263,0.263,35.97,126.7114
Gunsan_Plant,KOR,ssp370,sfcWind,near,4.0779,4.0779,4.0779,4.0779,35.97,126.7114
Gunsan_Plant,KOR,ssp370,tas,near,12.9311,12.9613,10.8323,14.3602,35.97,126.7114
Gunsan_Plant,KOR,ssp370,tasmax,near,28.0759,28.062,24.6928,30.3276,35.97,126.7114
Gunsan_Plant,KOR,ssp370,tasmin,near,9.4647,10.323,6.8196,11.0497,35.97,126.7114
Gunsan_Plant,KOR,ssp585,evspsbl,near,29.8594,29.8594,29.8594,29.8594,35.97,126.7114
Gunsan_Plant,KOR,ssp585,pr,near,40.9756,38.8384,35.1731,47.6802,35.97,126.7114
Gunsan_Plant,KOR,ssp585,prsn,near,0.2712,0.2712,0.2712,0.2712,35.97,126.7114
Gunsan_Plant,KOR,ssp585,sfcWind,near,4.2662,4.2662,4.2662,4.2662,35.97,126.7114
Gunsan_Plant,KOR,ssp585,tas,near,13.371,13.3339,10.9113,14.9413,35.97,126.7114
Gunsan_Plant,KOR,ssp585,tasmax,near,28.3126,28.2065,25.423,30.6968,35.97,126.7114
Gunsan_Plant,KOR,ssp585,tasmin,near,10.1791,10.9327,6.975,12.9238,35.97,126.7114
Gwangyang_Plant,KOR,ssp126,evspsbl,near,44.3272,44.3272,44.3272,44.3272,34.9393,127.6961
Gwangyang_Plant,KOR,ssp126,pr,near,50.2833,49.0768,42.3602,60.9578,34.9393,127.6961
Gwangyang_Plant,KOR,ssp126,prsn,near,0.0714,0.0714,0.0714,0.0714,34.9393,127.6961
Gwangyang_Plant,KOR,ssp126,sfcWind,near,5.6734,5.6734,5.6734,5.6734,34.9393,127.6961
Gwangyang_Plant,KOR,ssp126,tas,near,14.5136,14.6853,12.8244,16.7422,34.9393,127.6961
Gwangyang_Plant,KOR,ssp126,tasmax,near,28.0925,27.8849,25.5319,30.1935,34.9393,127.6961
Gwangyang_Plant,KOR,ssp126,tasmin,near,11.8867,11.8816,7.8568,15.3717,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,evspsbl,near,44.2465,44.2465,44.2465,44.2465,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,pr,near,49.8203,47.1228,42.1991,62.6442,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,prsn,near,0.0881,0.0881,0.0881,0.0881,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,sfcWind,near,5.704,5.704,5.704,5.704,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,tas,near,14.4886,14.5699,13.0342,16.8218,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,tasmax,near,27.9563,28.0708,25.4006,30.0899,34.9393,127.6961
Gwangyang_Plant,KOR,ssp245,tasmin,near,11.8811,11.8664,8.1474,15.4089,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,evspsbl,near,43.4107,43.4107,43.4107,43.4107,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,pr,near,47.6497,44.4334,39.3045,60.32,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,prsn,near,0.0773,0.0773,0.0773,0.0773,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,sfcWind,near,5.6288,5.6288,5.6288,5.6288,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,tas,near,14.3361,14.2212,13.0211,16.1701,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,tasmax,near,27.5719,27.1679,25.1656,30.1967,34.9393,127.6961
Gwangyang_Plant,KOR,ssp370,tasmin,near,11.606,11.6971,8.154,14.921,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,evspsbl,near,43.5827,43.5827,43.5827,43.5827,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,pr,near,49.4871,47.2909,39.635,61.2187,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,prsn,near,0.1063,0.1063,0.1063,0.1063,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,sfcWind,near,5.7494,5.7494,5.7494,5.7494,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,tas,near,14.5809,14.6228,12.877,16.8795,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,tasmax,near,28.173,28.3414,25.3036,30.3952,34.9393,127.6961
Gwangyang_Plant,KOR,ssp585,tasmin,near,11.8665,11.3463,7.883,15.5127,34.9393,127.6961
Iksan_Plant,KOR,ssp126,evspsbl,near,30.3582,30.3582,30.3582,30.3582,35.9333,127.0167
Iksan_Plant,KOR,ssp126,pr,near,44.4215,41.9948,37.054,53.6983,35.9333,127.0167
Iksan_Plant,KOR,ssp126,prsn,near,0.2371,0.2371,0.2371,0.2371,35.9333,127.0167
Iksan_Plant,KOR,ssp126,sfcWind,near,4.2319,4.2319,4.2319,4.2319,35.9333,127.0167
Iksan_Plant,KOR,ssp126,tas,near,13.1072,13.2051,11.0399,14.8787,35.9333,127.0167
Iksan_Plant,KOR,ssp126,tasmax,near,28.3915,28.0675,26.2893,30.2282,35.9333,127.0167
Iksan_Plant,KOR,ssp126,tasmin,near,10.0407,10.4826,7.0296,13.1015,35.9333,127.0167
Iksan_Plant,KOR,ssp245,evspsbl,near,29.2053,29.2053,29.2053,29.2053,35.9333,127.0167
Iksan_Plant,KOR,ssp245,pr,near,43.0593,41.1875,33.8393,54.0547,35.9333,127.0167
Iksan_Plant,KOR,ssp245,prsn,near,0.2791,0.2791,0.2791,0.2791,35.9333,127.0167
Iksan_Plant,KOR,ssp245,sfcWind,near,4.1888,4.1888,4.1888,4.1888,35.9333,127.0167
Iksan_Plant,KOR,ssp245,tas,near,13.0875,13.1606,11.1269,14.796,35.9333,127.0167
Iksan_Plant,KOR,ssp245,tasmax,near,28.3535,28.2802,26.3953,30.3559,35.9333,127.0167
Iksan_Plant,KOR,ssp245,tasmin,near,10.0318,10.5283,7.1483,13.0372,35.9333,127.0167
Iksan_Plant,KOR,ssp370,evspsbl,near,28.1454,28.1454,28.1454,28.1454,35.9333,127.0167
Iksan_Plant,KOR,ssp370,pr,near,42.3867,40.2078,34.4111,51.635,35.9333,127.0167
Iksan_Plant,KOR,ssp370,prsn,near,0.263,0.263,0.263,0.263,35.9333,127.0167
Iksan_Plant,KOR,ssp370,sfcWind,near,4.0779,4.0779,4.0779,4.0779,35.9333,127.0167
Iksan_Plant,KOR,ssp370,tas,near,12.9306,13.0739,10.8323,14.7956,35.9333,127.0167
Iksan_Plant,KOR,ssp370,tasmax,near,28.1005,27.8735,25.9796,30.3276,35.9333,127.0167
Iksan_Plant,KOR,ssp370,tasmin,near,9.6864,10.323,6.8196,13.2596,35.9333,127.0167
Iksan_Plant,KOR,ssp585,evspsbl,near,29.8594,29.8594,29.8594,29.8594,35.9333,127.0167
Iksan_Plant,KOR,ssp585,pr,near,43.0563,42.6521,36.2756,50.7902,35.9333,127.0167
Iksan_Plant,KOR,ssp585,prsn,near,0.2712,0.2712,0.2712,0.2712,35.9333,127.0167
Iksan_Plant,KOR,ssp585,sfcWind,near,4.2662,4.2662,4.2662,4.2662,35.9333,127.0167
Iksan_Plant,KOR,ssp585,tas,near,13.2506,13.2239,10.9113,15.1078,35.9333,127.0167
Iksan_Plant,KOR,ssp585,tasmax,near,28.4997,28.8377,26.2556,30.6968,35.9333,127.0167
Iksan_Plant,KOR,ssp585,tasmin,near,10.0185,10.635,6.975,13.1428,35.9333,127.0167
Jianyang_Carbon,CHN,ssp126,evspsbl,near,33.4251,33.4251,33.4251,33.4251,26.7587,104.4734
Jianyang_Carbon,CHN,ssp126,pr,near,48.5966,41.8197,34.9269,73.1542,26.7587,104.4734
Jianyang_Carbon,CHN,ssp126,prsn,near,2.3736,2.3736,2.3736,2.3736,26.7587,104.4734
Jianyang_Carbon,CHN,ssp126,sfcWind,near,1.1838,1.1838,1.1838,1.1838,26.7587,104.4734
Jianyang_Carbon,CHN,ssp126,tas,near,13.5122,13.5694,11.8297,14.9878,26.7587,104.4734
Jianyang_Carbon,CHN,ssp126,tasmax,near,26.7277,25.8763,23.8594,30.1236,26.7587,104.4734
Jianyang_Carbon,CHN,ssp126,tasmin,near,8.8415,8.9774,5.8625,11.5701,26.7587,104.4734
Jianyang_Carbon,CHN,ssp245,evspsbl,near,32.3471,32.3471,32.3471,32.3471,26.7587,104.4734
Jianyang_Carbon,CHN,ssp245,pr,near,47.8975,40.5701,33.2035,72.9697,26.7587,104.4734
