site,country,ssp,variable,period,ens_mean,ens_median,ens_p10,ens_p90,lat,lon
Jianyang_Carbon,CHN,ssp245,prsn,near,1.9255,1.9255,1.9255,1.9255,26.7587,104.4734
Jianyang_Carbon,CHN,ssp245,sfcWind,near,1.1718,1.1718,1.1718,1.1718,26.7587,104.4734
Jianyang_Carbon,CHN,ssp245,tas,near,13.4358,13.6326,11.6762,14.6311,26.7587,104.4734
Jianyang_Carbon,CHN,ssp245,tasmax,near,26.4985,25.8121,23.7284,29.9799,26.7587,104.4734
Jianyang_Carbon,CHN,ssp245,tasmin,near,8.7988,8.977,5.6352,11.6892,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,evspsbl,near,31.6044,31.6044,31.6044,31.6044,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,pr,near,47.8273,39.5573,31.9497,77.8423,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,prsn,near,2.0729,2.0729,2.0729,2.0729,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,sfcWind,near,1.1958,1.1958,1.1958,1.1958,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,tas,near,13.326,13.581,11.6601,14.7182,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,tasmax,near,26.7236,25.5919,24.3392,30.1303,26.7587,104.4734
Jianyang_Carbon,CHN,ssp370,tasmin,near,8.2862,8.4998,4.9979,11.209,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,evspsbl,near,32.7024,32.7024,32.7024,32.7024,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,pr,near,49.5507,41.9241,32.9928,73.9948,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,prsn,near,1.7352,1.7352,1.7352,1.7352,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,sfcWind,near,1.1973,1.1973,1.1973,1.1973,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,tas,near,13.6103,13.8035,11.6964,14.82,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,tasmax,near,26.6747,26.5425,24.0372,30.4128,26.7587,104.4734
Jianyang_Carbon,CHN,ssp585,tasmin,near,8.8874,9.1567,5.703,11.87,26.7587,104.4734
MaSteel_OCI,CHN,ssp126,evspsbl,near,35.9417,35.9417,35.9417,35.9417,31.6839,118.5127
MaSteel_OCI,CHN,ssp126,pr,near,46.2552,48.0469,34.7961,54.5282,31.6839,118.5127
MaSteel_OCI,CHN,ssp126,prsn,near,0.5207,0.5207,0.5207,0.5207,31.6839,118.5127
MaSteel_OCI,CHN,ssp126,sfcWind,near,2.5843,2.5843,2.5843,2.5843,31.6839,118.5127
MaSteel_OCI,CHN,ssp126,tas,near,16.0838,15.7466,14.6596,17.7598,31.6839,118.5127
MaSteel_OCI,CHN,ssp126,tasmax,near,33.2701,32.6795,30.1654,36.7924,31.6839,118.5127
MaSteel_OCI,CHN,ssp126,tasmin,near,11.7669,11.439,10.2592,13.704,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,evspsbl,near,34.8839,34.8839,34.8839,34.8839,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,pr,near,45.4314,47.4926,35.9773,55.8937,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,prsn,near,1.0537,1.0537,1.0537,1.0537,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,sfcWind,near,2.5875,2.5875,2.5875,2.5875,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,tas,near,15.9973,15.742,14.5336,17.6939,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,tasmax,near,33.0785,32.394,29.8322,36.8474,31.6839,118.5127
MaSteel_OCI,CHN,ssp245,tasmin,near,11.7653,11.5567,10.3836,13.6171,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,evspsbl,near,33.1867,33.1867,33.1867,33.1867,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,pr,near,43.9273,45.553,35.1632,53.028,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,prsn,near,0.778,0.778,0.778,0.778,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,sfcWind,near,2.6028,2.6028,2.6028,2.6028,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,tas,near,15.6774,15.5399,14.3673,17.1027,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,tasmax,near,33.0305,32.7936,30.1464,35.7463,31.6839,118.5127
MaSteel_OCI,CHN,ssp370,tasmin,near,11.1881,10.9531,10.0582,13.1058,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,evspsbl,near,35.3574,35.3574,35.3574,35.3574,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,pr,near,45.955,47.85,36.013,55.5919,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,prsn,near,0.5644,0.5644,0.5644,0.5644,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,sfcWind,near,2.6452,2.6452,2.6452,2.6452,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,tas,near,16.0496,15.6051,14.7701,17.6942,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,tasmax,near,33.1924,32.8416,29.9581,36.4676,31.6839,118.5127
MaSteel_OCI,CHN,ssp585,tasmin,near,11.8215,11.428,10.5291,13.7118,31.6839,118.5127
OCI_Dream_Seoul,KOR,ssp126,evspsbl,near,28.6137,28.6137,28.6137,28.6137,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp126,pr,near,38.7597,38.8506,34.2904,46.8714,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp126,prsn,near,0.5342,0.5342,0.5342,0.5342,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp126,sfcWind,near,2.4632,2.4632,2.4632,2.4632,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp126,tas,near,11.1806,11.2211,9.7313,12.3928,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp126,tasmax,near,28.6103,27.8373,26.4437,31.4905,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp126,tasmin,near,7.2353,7.9913,5.5136,8.8628,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,evspsbl,near,27.7438,27.7438,27.7438,27.7438,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,pr,near,39.4763,39.4978,29.8371,49.3115,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,prsn,near,0.461,0.461,0.461,0.461,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,sfcWind,near,2.4674,2.4674,2.4674,2.4674,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,tas,near,11.1612,11.0593,9.8833,12.2682,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,tasmax,near,28.5937,28.188,26.2925,31.4903,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp245,tasmin,near,7.2523,7.9008,5.7638,8.9849,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,evspsbl,near,26.7856,26.7856,26.7856,26.7856,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,pr,near,38.3266,38.2977,29.9981,49.96,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,prsn,near,0.5784,0.5784,0.5784,0.5784,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,sfcWind,near,2.4207,2.4207,2.4207,2.4207,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,tas,near,10.9598,10.9386,9.4618,12.3802,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,tasmax,near,28.3482,27.4281,26.155,32.1032,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp370,tasmin,near,6.8176,7.5943,5.3397,8.4622,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,evspsbl,near,28.4591,28.4591,28.4591,28.4591,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,pr,near,38.0112,40.1625,31.2225,45.0023,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,prsn,near,0.7123,0.7123,0.7123,0.7123,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,sfcWind,near,2.4864,2.4864,2.4864,2.4864,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,tas,near,11.3002,11.363,9.5429,12.8169,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,tasmax,near,28.704,28.4688,26.1167,31.9514,37.5172,126.9
OCI_Dream_Seoul,KOR,ssp585,tasmin,near,7.2378,7.7035,5.4156,8.9977,37.5172,126.9
OCI_HQ_Seoul,KOR,ssp126,evspsbl,near,28.6137,28.6137,28.6137,28.6137,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp126,pr,near,38.7597,38.8506,34.2904,46.8714,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp126,prsn,near,0.5342,0.5342,0.5342,0.5342,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp126,sfcWind,near,2.4632,2.4632,2.4632,2.4632,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp126,tas,near,11.1806,11.2211,9.7313,12.3928,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp126,tasmax,near,28.6103,27.8373,26.4437,31.4905,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp126,tasmin,near,7.2353,7.9913,5.5136,8.8628,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,evspsbl,near,27.7438,27.7438,27.7438,27.7438,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,pr,near,39.4763,39.4978,29.8371,49.3115,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,prsn,near,0.461,0.461,0.461,0.461,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,sfcWind,near,2.4674,2.4674,2.4674,2.4674,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,tas,near,11.1612,11.0593,9.8833,12.2682,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,tasmax,near,28.5937,28.188,26.2925,31.4903,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp245,tasmin,near,7.2523,7.9008,5.7638,8.9849,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,evspsbl,near,26.7856,26.7856,26.7856,26.7856,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,pr,near,38.3266,38.2977,29.9981,49.96,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,prsn,near,0.5784,0.5784,0.5784,0.5784,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,sfcWind,near,2.4207,2.4207,2.4207,2.4207,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,tas,near,10.9598,10.9386,9.4618,12.3802,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,tasmax,near,28.3482,27.4281,26.155,32.1032,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp370,tasmin,near,6.8176,7.5943,5.3397,8.4622,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,evspsbl,near,28.4591,28.4591,28.4591,28.4591,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,pr,near,38.0112,40.1625,31.2225,45.0023,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,prsn,near,0.7123,0.7123,0.7123,0.7123,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,sfcWind,near,2.4864,2.4864,2.4864,2.4864,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,tas,near,11.3002,11.363,9.5429,12.8169,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,tasmax,near,28.704,28.4688,26.1167,31.9514,37.5649,126.9793
OCI_HQ_Seoul,KOR,ssp585,tasmin,near,7.2378,7.7035,5.4156,8.9977,37.5649,126.9793
OCI_Japan_Tokyo,JPN,ssp126,evspsbl,near,36.1659,36.1659,36.1659,36.1659,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp126,pr,near,61.1368,62.1394,46.7167,73.355,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp126,prsn,near,0.2526,0.2526,0.2526,0.2526,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp126,sfcWind,near,2.4551,2.4551,2.4551,2.4551,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp126,tas,near,15.2009,15.4781,12.8973,17.9944,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp126,tasmax,near,27.9394,27.5342,26.2407,29.3582,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp126,tasmin,near,12.4098,13.0583,9.0216,15.5095,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,evspsbl,near,35.4822,35.4822,35.4822,35.4822,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,pr,near,61.2581,62.9122,44.5777,74.5742,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,prsn,near,0.5934,0.5934,0.5934,0.5934,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,sfcWind,near,2.4541,2.4541,2.4541,2.4541,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,tas,near,15.1468,15.5606,12.4808,17.7835,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,tasmax,near,27.7928,27.9847,26.1528,29.2611,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp245,tasmin,near,12.3926,13.2061,8.9649,15.5105,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,evspsbl,near,35.808,35.808,35.808,35.808,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,pr,near,58.628,59.7851,43.933,73.4878,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,prsn,near,0.641,0.641,0.641,0.641,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,sfcWind,near,2.4768,2.4768,2.4768,2.4768,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,tas,near,15.0282,15.2694,12.6269,17.6741,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,tasmax,near,28.0882,27.6189,26.7536,29.943,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp370,tasmin,near,11.8846,12.2796,8.4547,14.454,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,evspsbl,near,35.7351,35.7351,35.7351,35.7351,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,pr,near,60.8246,61.1577,44.9397,73.5721,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,prsn,near,0.3539,0.3539,0.3539,0.3539,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,sfcWind,near,2.4637,2.4637,2.4637,2.4637,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,tas,near,15.5249,15.6583,12.7068,18.3881,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,tasmax,near,28.0893,28.0185,26.4525,29.6916,35.6762,139.6503
OCI_Japan_Tokyo,JPN,ssp585,tasmin,near,12.3927,13.2815,9.1126,15.4158,35.6762,139.6503
OCI_RnD_Seongnam,KOR,ssp126,evspsbl,near,29.7858,29.7858,29.7858,29.7858,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp126,pr,near,40.6498,40.5891,34.9172,47.3064,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp126,prsn,near,0.3786,0.3786,0.3786,0.3786,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp126,sfcWind,near,3.6724,3.6724,3.6724,3.6724,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp126,tas,near,11.6202,11.6837,9.9464,13.3282,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp126,tasmax,near,28.6304,29.0294,26.6806,31.6441,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp126,tasmin,near,7.9568,8.4861,5.2476,11.3232,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,evspsbl,near,28.7817,28.7817,28.7817,28.7817,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,pr,near,40.8566,40.0131,33.1933,47.7583,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,prsn,near,0.4107,0.4107,0.4107,0.4107,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,sfcWind,near,3.6619,3.6619,3.6619,3.6619,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,tas,near,11.6075,11.5475,10.0217,13.4989,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,tasmax,near,28.5776,29.0393,26.4236,31.6055,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp245,tasmin,near,7.964,8.6031,5.3495,11.161,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,evspsbl,near,27.4553,27.4553,27.4553,27.4553,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,pr,near,40.1907,40.4426,34.345,48.2537,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,prsn,near,0.3782,0.3782,0.3782,0.3782,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,sfcWind,near,3.5554,3.5554,3.5554,3.5554,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,tas,near,11.3837,11.5775,9.7172,12.3802,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,tasmax,near,28.5027,28.5154,26.7138,31.8883,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp370,tasmin,near,7.4053,8.3007,4.9184,9.9787,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,evspsbl,near,29.4914,29.4914,29.4914,29.4914,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,pr,near,38.8004,39.8368,33.2834,42.2592,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,prsn,near,0.2811,0.2811,0.2811,0.2811,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,sfcWind,near,3.7043,3.7043,3.7043,3.7043,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,tas,near,11.7006,11.8377,9.7439,13.5544,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,tasmax,near,28.7378,28.8378,26.7063,31.5598,37.3219,127.119
OCI_RnD_Seongnam,KOR,ssp585,tasmin,near,7.9255,8.7923,5.0404,11.2859,37.3219,127.119
OCI_Shanghai,CHN,ssp126,evspsbl,near,36.1227,36.1227,36.1227,36.1227,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,pr,near,44.5154,44.2742,32.4989,57.8677,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,prsn,near,0.0176,0.0176,0.0176,0.0176,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,sfcWind,near,3.4924,3.4924,3.4924,3.4924,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,tas,near,17.2307,17.1931,15.7435,18.3025,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,tasmax,near,30.366,30.4677,27.5851,34.6385,31.2304,121.4737
OCI_Shanghai,CHN,ssp126,tasmin,near,14.885,14.6017,12.6103,17.0275,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,evspsbl,near,34.53,34.53,34.53,34.53,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,pr,near,42.9004,43.002,32.9665,56.861,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,prsn,near,0.018,0.018,0.018,0.018,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,sfcWind,near,3.4529,3.4529,3.4529,3.4529,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,tas,near,17.129,17.1194,15.7907,18.0852,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,tasmax,near,30.2277,30.2876,27.0866,34.741,31.2304,121.4737
OCI_Shanghai,CHN,ssp245,tasmin,near,14.8069,14.5244,12.5744,16.8052,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,evspsbl,near,33.3253,33.3253,33.3253,33.3253,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,pr,near,41.3441,37.8623,31.813,57.8042,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,prsn,near,0.0112,0.0112,0.0112,0.0112,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,sfcWind,near,3.4607,3.4607,3.4607,3.4607,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,tas,near,16.9754,16.8528,15.6061,17.9233,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,tasmax,near,29.5229,28.8727,26.8047,34.2258,31.2304,121.4737
OCI_Shanghai,CHN,ssp370,tasmin,near,14.7272,14.6027,12.6691,16.0175,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,evspsbl,near,35.59,35.59,35.59,35.59,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,pr,near,42.9932,43.4259,32.5014,55.7391,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,prsn,near,0.0201,0.0201,0.0201,0.0201,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,sfcWind,near,3.5521,3.5521,3.5521,3.5521,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,tas,near,17.169,17.1494,15.8834,18.3252,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,tasmax,near,30.5185,30.5662,27.304,34.9976,31.2304,121.4737
OCI_Shanghai,CHN,ssp585,tasmin,near,14.8917,14.7013,12.8862,17.2651,31.2304,121.4737
Philko_Makati,PHL,ssp126,evspsbl,near,46.3435,46.3435,46.3435,46.3435,14.5995,120.9842
Philko_Makati,PHL,ssp126,pr,near,69.3576,71.5952,56.8225,82.2607,14.5995,120.9842
Philko_Makati,PHL,ssp126,prsn,near,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp126,sfcWind,near,2.8784,2.8784,2.8784,2.8784,14.5995,120.9842
Philko_Makati,PHL,ssp126,tas,near,27.0882,27.0596,25.9859,28.1509,14.5995,120.9842
Philko_Makati,PHL,ssp126,tasmax,near,32.4838,32.8348,28.4306,35.1509,14.5995,120.9842
Philko_Makati,PHL,ssp126,tasmin,near,25.1104,25.4217,23.2741,26.5176,14.5995,120.9842
Philko_Makati,PHL,ssp245,evspsbl,near,45.4143,45.4143,45.4143,45.4143,14.5995,120.9842
Philko_Makati,PHL,ssp245,pr,near,71.0361,73.0484,57.4529,84.1583,14.5995,120.9842
Philko_Makati,PHL,ssp245,prsn,near,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp245,sfcWind,near,2.8983,2.8983,2.8983,2.8983,14.5995,120.9842
Philko_Makati,PHL,ssp245,tas,near,27.0948,27.0977,25.8358,28.1898,14.5995,120.9842
Philko_Makati,PHL,ssp245,tasmax,near,32.4271,32.6834,28.4395,34.7703,14.5995,120.9842
Philko_Makati,PHL,ssp245,tasmin,near,25.2558,25.3002,23.4209,26.5833,14.5995,120.9842
Philko_Makati,PHL,ssp370,evspsbl,near,45.5211,45.5211,45.5211,45.5211,14.5995,120.9842
Philko_Makati,PHL,ssp370,pr,near,69.0522,68.4092,57.0723,87.8437,14.5995,120.9842
Philko_Makati,PHL,ssp370,prsn,near,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp370,sfcWind,near,2.8875,2.8875,2.8875,2.8875,14.5995,120.9842
Philko_Makati,PHL,ssp370,tas,near,27.0761,27.2134,25.5596,28.3157,14.5995,120.9842
Philko_Makati,PHL,ssp370,tasmax,near,32.5237,32.1668,28.6165,35.0519,14.5995,120.9842
Philko_Makati,PHL,ssp370,tasmin,near,25.1683,25.3201,23.2035,26.745,14.5995,120.9842
Philko_Makati,PHL,ssp585,evspsbl,near,45.5717,45.5717,45.5717,45.5717,14.5995,120.9842
Philko_Makati,PHL,ssp585,pr,near,71.6972,72.8013,60.795,85.7622,14.5995,120.9842
Philko_Makati,PHL,ssp585,prsn,near,0.0,0.0,0.0,0.0,14.5995,120.9842
Philko_Makati,PHL,ssp585,sfcWind,near,2.8502,2.8502,2.8502,2.8502,14.5995,120.9842
Philko_Makati,PHL,ssp585,tas,near,27.2132,27.1217,26.0793,28.3882,14.5995,120.9842
Philko_Makati,PHL,ssp585,tasmax,near,32.5378,32.7124,28.5009,34.9733,14.5995,120.9842
Philko_Makati,PHL,ssp585,tasmin,near,25.3736,25.4822,23.6851,26.7613,14.5995,120.9842
Pohang_Plant,KOR,ssp126,evspsbl,near,36.6623,36.6623,36.6623,36.6623,36.0095,129.3435
Pohang_Plant,KOR,ssp126,pr,near,45.0367,42.8448,37.8407,58.5271,36.0095,129.3435
Pohang_Plant,KOR,ssp126,prsn,near,0.2801,0.2801,0.2801,0.2801,36.0095,129.3435
Pohang_Plant,KOR,ssp126,sfcWind,near,4.0202,4.0202,4.0202,4.0202,36.0095,129.3435
Pohang_Plant,KOR,ssp126,tas,near,14.5432,14.4609,13.3496,16.0371,36.0095,129.3435
Pohang_Plant,KOR,ssp126,tasmax,near,27.664,28.1709,23.5027,30.5812,36.0095,129.3435
Pohang_Plant,KOR,ssp126,tasmin,near,12.0854,12.0625,8.9542,14.9591,36.0095,129.3435
Pohang_Plant,KOR,ssp245,evspsbl,near,36.266,36.266,36.266,36.266,36.0095,129.3435
Pohang_Plant,KOR,ssp245,pr,near,44.8118,44.3927,37.0154,54.366,36.0095,129.3435
Pohang_Plant,KOR,ssp245,prsn,near,0.2187,0.2187,0.2187,0.2187,36.0095,129.3435
Pohang_Plant,KOR,ssp245,sfcWind,near,4.0458,4.0458,4.0458,4.0458,36.0095,129.3435
Pohang_Plant,KOR,ssp245,tas,near,14.4942,14.3937,13.178,16.2252,36.0095,129.3435
Pohang_Plant,KOR,ssp245,tasmax,near,27.4894,28.1665,23.4453,30.145,36.0095,129.3435
Pohang_Plant,KOR,ssp245,tasmin,near,12.0713,11.9853,8.851,15.1337,36.0095,129.3435
Pohang_Plant,KOR,ssp370,evspsbl,near,35.5807,35.5807,35.5807,35.5807,36.0095,129.3435
Pohang_Plant,KOR,ssp370,pr,near,43.9926,42.536,35.5166,56.4475,36.0095,129.3435
Pohang_Plant,KOR,ssp370,prsn,near,0.2722,0.2722,0.2722,0.2722,36.0095,129.3435
Pohang_Plant,KOR,ssp370,sfcWind,near,3.9799,3.9799,3.9799,3.9799,36.0095,129.3435
Pohang_Plant,KOR,ssp370,tas,near,14.3451,14.1793,12.8964,16.1932,36.0095,129.3435
Pohang_Plant,KOR,ssp370,tasmax,near,27.2204,27.2939,23.0856,30.9876,36.0095,129.3435
Pohang_Plant,KOR,ssp370,tasmin,near,11.7811,12.1969,8.5768,14.6963,36.0095,129.3435
Pohang_Plant,KOR,ssp585,evspsbl,near,36.5433,36.5433,36.5433,36.5433,36.0095,129.3435
Pohang_Plant,KOR,ssp585,pr,near,44.5911,43.3779,37.222,54.4561,36.0095,129.3435
Pohang_Plant,KOR,ssp585,prsn,near,0.2355,0.2355,0.2355,0.2355,36.0095,129.3435
Pohang_Plant,KOR,ssp585,sfcWind,near,4.1135,4.1135,4.1135,4.1135,36.0095,129.3435
Pohang_Plant,KOR,ssp585,tas,near,14.7055,14.609,13.3189,16.3298,36.0095,129.3435
Pohang_Plant,KOR,ssp585,tasmax,near,27.79,28.4897,23.4891,30.8638,36.0095,129.3435
Pohang_Plant,KOR,ssp585,tasmin,near,12.0439,11.9655,8.7858,15.1144,36.0095,129.3435
Saehan_Recycle,KOR,ssp126,evspsbl,near,30.3582,30.3582,30.3582,30.3582,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,pr,near,44.4215,41.9948,37.054,53.6983,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,prsn,near,0.2371,0.2371,0.2371,0.2371,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,sfcWind,near,4.2319,4.2319,4.2319,4.2319,35.9333,127.0167
Saehan_Recycle,KOR,ssp126,tas,near,13.1072,13.2051,11.0399,14.8787,35.9333,127.0167
